personname,finalworth_2022,finalworth_2018,selfmade,age,category,country,gender
Bianca Rinehart,2200,1000,False,45,Metals & Mining,Australia,F
Ginia Rinehart,2200,1000,False,35,Metals & Mining,Australia,F
Filiz Sahenk,2200,2000,False,55,Diversified,Turkey,F
S.D. Shibulal,2200,1000,True,67,Technology,India,M
Alexander Svetakov,2200,3000,True,54,Finance & Investments,Russia,M
Arvind Tiku,2200,2000,True,52,Energy,Singapore,M
Torsten Toeller,2200,1000,True,55,Fashion & Retail,Germany,M
Lang Walker,2200,2000,True,76,Real Estate,Australia,M
Hope Welker,2200,1000,False,36,Metals & Mining,United States,F
William Young,2200,2000,True,81,Manufacturing,United States,M
Mohamed Al Fayed,2100,1000,True,93,Fashion & Retail,United Kingdom,M
Faisal Bin Qassim Al Thani,2100,1000,True,74,Diversified,Qatar,M
Lee Bass,2100,2000,False,65,Energy,United States,M
Jim Breyer,2100,3000,True,60,Technology,United States,M
Ron Burkle,2100,2000,True,69,Finance & Investments,United Kingdom,M
Bruce Cheng,2100,1000,True,86,Technology,Taiwan,M
Dermot Desmond,2100,2000,True,71,Finance & Investments,Ireland,M
Bob Ell,2100,1000,True,77,Real Estate,Australia,M
Lindsay Fox,2100,3000,True,84,Logistics,Australia,M
Gordon Getty,2100,2000,False,88,Energy,United States,M
Dennis Gillings,2100,1000,True,77,Healthcare,United States,M
Harsh Goenka,2100,2000,False,64,Diversified,India,M
David Hains,2100,2000,True,91,Finance & Investments,Australia,M
Bahaa Hariri,2100,2000,False,55,Real Estate,Switzerland,M
Shmuel Harlap,2100,1000,False,77,Automotive,Israel,M
Gerry Harvey,2100,1000,True,82,Fashion & Retail,Australia,M
Reid Hoffman,2100,3000,True,54,Technology,United States,M
Thomas James,2100,1000,False,79,Finance & Investments,United States,M
Eiichi Kuriwada,2100,1000,True,75,Logistics,Japan,M
Lau Cho Kun,2100,2000,False,86,Diversified,Malaysia,M
Harald Link,2100,2000,False,67,Diversified,Thailand,M
Igor Makarov,2100,2000,True,60,Energy,United States,M
Alexander Mamut,2100,2000,True,62,Finance & Investments,Israel,M
Alice Schwartz,2100,1000,True,95,Healthcare,United States,F
Peter Sondakh,2100,1000,True,72,Finance & Investments,Indonesia,M
Sukanto Tanoto,2100,1000,True,72,Diversified,Singapore,M
Jayshree Ullal,2100,1000,True,61,Technology,United States,F
Sunny Varkey,2100,2000,False,64,Service,United Arab Emirates,M
Jitendra Virwani,2100,2000,False,56,Real Estate,India,M
Thomas Wu,2100,1000,False,72,Finance & Investments,Taiwan,M
Amy Wyss,2100,2000,False,51,Healthcare,United States,F
S. Daniel Abraham,2000,2000,True,97,Food & Beverage,United States,M
Andrey Andreev,2000,1000,True,48,Technology,United Kingdom,M
Ramon Ang,2000,2000,True,68,Food & Beverage,Philippines,M
Julio Bozano,2000,1000,True,86,Finance & Investments,Brazil,M
Herb Chambers,2000,1000,True,80,Automotive,United States,M
Glenn Dubin,2000,2000,True,64,Finance & Investments,United States,M
Robert Duggan,2000,2000,True,77,Healthcare,United States,M
Maria Franca Fissolo,2000,2000,False,87,Food & Beverage,Monaco,F
Ji Qi,2000,3000,True,55,Real Estate,China,M
Henry Laufer,2000,2000,True,76,Finance & Investments,United States,M
Thomas Lee,2000,2000,True,78,Finance & Investments,United States,M
Michael Lee-Chin,2000,1000,True,71,Finance & Investments,Canada,M
Li Xuhui,2000,1000,True,53,Food & Beverage,China,F
Lim Kok Thay,2000,4000,False,70,Gambling & Casinos,Malaysia,M
Joao Roberto Marinho,2000,2000,False,68,Media & Entertainment,Brazil,M
Jose Roberto Marinho,2000,2000,False,66,Media & Entertainment,Brazil,M
Roberto Irineu Marinho,2000,2000,False,74,Media & Entertainment,Brazil,M
Robert Miller,2000,4000,True,88,Fashion & Retail,Hong Kong,M
David Nahmad,2000,1000,True,74,Fashion & Retail,United States,M
Florentino Perez,2000,2000,True,75,Construction & Engineering,Spain,M
Jennifer Pritzker,2000,1000,False,71,Finance & Investments,United States,F
Linda Pritzker,2000,1000,False,68,Service,United States,F
P.V. Ramprasad Reddy,2000,2000,True,64,Healthcare,India,M
Maria-Elisabeth Schaeffler-Thumann,2000,6000,False,80,Automotive,Germany,F
Thaksin Shinawatra,2000,1000,True,72,Finance & Investments,United Arab Emirates,M
Alexander Skorobogatko,2000,3000,True,54,Logistics,Russia,M
Sylvia Stroeher,2000,2000,False,66,Fashion & Retail,Germany,F
Wichai Thongtang,2000,1000,True,75,Finance & Investments,Thailand,M
Todd Wagner,2000,1000,True,61,Media & Entertainment,United States,M
Evan Williams,2000,1000,True,50,Technology,United States,M
Yan Zhi,2000,10000,True,49,Real Estate,China,M
Michael Ying,2000,2000,True,72,Fashion & Retail,Hong Kong,M
Anu Aga,1900,1000,False,79,Construction & Engineering,India,F
Joy Alukkas,1900,1000,False,65,Fashion & Retail,India,M
Sezai Bacaksiz,1900,1000,True,72,Diversified,Turkey,M
Acharya Balkrishna,1900,6000,True,49,Food & Beverage,India,M
John Bloor,1900,1000,True,78,Diversified,United Kingdom,M
Nicola Bulgari,1900,1000,False,81,Fashion & Retail,Italy,M
Alejandro Bulgheroni,1900,3000,False,77,Energy,Uruguay,M
Jose Luis Cutrale,1900,2000,False,75,Food & Beverage,Brazil,M
James Dinan,1900,1000,True,62,Finance & Investments,United States,M
Mario Gabelli,1900,1000,True,80,Finance & Investments,United States,M
Reinold Geiger,1900,1000,True,74,Fashion & Retail,Switzerland,M
Roberto Hernandez Ramirez,1900,1000,True,80,Finance & Investments,Mexico,M
Hoi Kin Hong,1900,1000,True,69,Real Estate,China,M
Huang Qiaoling,1900,1000,True,63,Media & Entertainment,China,M
Keeree Kanjanapas,1900,1000,True,71,Real Estate,Thailand,M
Andrei Kozitsyn,1900,4000,True,61,Metals & Mining,Russia,M
Lei Jufang,1900,1000,True,69,Healthcare,China,F
David Lichtenstein,1900,1000,True,60,Real Estate,United States,M
Yusaku Maezawa,1900,2000,True,46,Technology,Japan,M
Katarina Martinson,1900,1000,False,40,Diversified,Sweden,F
Pedro Moreira Salles,1900,5000,False,62,Diversified,Brazil,M
Alexander Nesis,1900,1000,True,59,Finance & Investments,Russia,M
Oei Hong Leong,1900,1000,False,74,Finance & Investments,Singapore,M
Nihat Ozdemir,1900,1000,True,72,Diversified,Turkey,M
Gretel Packer,1900,1000,False,56,Media & Entertainment,Australia,F
Victor Pinchuk,1900,1000,True,61,Metals & Mining,Ukraine,M
Alexander Ponomarenko,1900,3000,True,57,Logistics,Russia,M
Qi Jinxing,1900,1000,True,60,Real Estate,China,M
Larry Robbins,1900,2000,True,52,Finance & Investments,United States,M
Djoko Susanto,1900,1000,True,72,Fashion & Retail,Indonesia,M
Sze Man Bok,1900,2000,True,72,Manufacturing,China,M
Alain Taravella,1900,2000,True,74,Real Estate,France,M
Martin Viessmann,1900,5000,False,68,Manufacturing,Germany,M
Georg von Opel,1900,2000,False,55,Finance & Investments,United Kingdom,M
Wang Chaobin,1900,1000,True,66,Real Estate,China,M
Wei Yin-Heng,1900,1000,True,63,Food & Beverage,China,M
David Zalik,1900,2000,True,48,Technology,United States,M
Leslie Alexander,1800,2000,True,78,Sports,United States,M
Igor Altushkin,1800,3000,True,51,Metals & Mining,Russia,M
Roberto Angelini Rossi,1800,2000,False,73,Diversified,Chile,M
Nigel Austin,1800,1000,True,51,Fashion & Retail,Australia,M
O. Francis Biondi,1800,1000,True,57,Finance & Investments,United States,M
Chen Xueli,1800,1000,True,70,Healthcare,China,M
Chi Yufeng,1800,1000,False,51,Technology,China,M
Mark Coombs,1800,2000,True,61,Finance & Investments,United Kingdom,M
John de Mol,1800,2000,True,67,Media & Entertainment,Netherlands,M
Alfredo Egydio Arruda Villela Filho,1800,2000,False,52,Finance & Investments,Brazil,M
Paul Foster,1800,1000,True,64,Energy,United States,M
James France,1800,1000,False,77,Sports,United States,M
Yasuhiro Fukushima,1800,1000,True,74,Media & Entertainment,Japan,M
Christopher Goldsbury,1800,1000,False,79,Food & Beverage,United States,M
Alexandre Grendene Bartelle,1800,2000,True,72,Fashion & Retail,Brazil,M
Brian Higgins,1800,1000,True,57,Finance & Investments,United States,M
Stanley Hubbard,1800,2000,False,88,Media & Entertainment,United States,M
Hui Lin Chit,1800,2000,True,68,Manufacturing,China,M
Hal Jackman,1800,1000,True,89,Finance & Investments,Canada,M
Stephen Jarislowsky,1800,1000,True,96,Finance & Investments,Canada,M
George Joseph,1800,1000,True,100,Finance & Investments,United States,M
Edward Lampert,1800,1000,True,59,Finance & Investments,United States,M
Marc Lasry,1800,1000,True,61,Finance & Investments,United States,M
Peter Leibinger,1800,1000,False,55,Manufacturing,Germany,M
Regine Leibinger,1800,1000,False,59,Manufacturing,Germany,F
Nicola Leibinger-Kammueller,1800,1000,False,62,Manufacturing,Germany,F
Wolfgang Leitner,1800,2000,True,69,Construction & Engineering,Austria,M
George Marcus,1800,1000,True,80,Real Estate,United States,M
Yves-Loic Martin,1800,1000,True,56,Healthcare,France,M
Gary Michelson,1800,1000,True,73,Healthcare,United States,M
Robert G. Miller,1800,2000,True,76,Technology,Canada,M
Fernando Roberto Moreira Salles,1800,5000,False,75,Diversified,Brazil,M
Joao Moreira Salles,1800,5000,False,60,Diversified,Brazil,M
Walther Moreira Salles Junior,1800,5000,False,65,Finance & Investments,Brazil,M
Liora Ofer,1800,1000,False,68,Finance & Investments,Israel,F
Pierre Karl Péladeau,1800,1000,False,60,Media & Entertainment,Canada,M
Phillip T. (Terry) Ragon,1800,2000,True,72,Technology,United States,M
Krit Ratanarak,1800,2000,False,75,Media & Entertainment,Thailand,M
Jerry Reinsdorf,1800,1000,True,86,Sports,United States,M
Rajju Shroff,1800,1000,True,88,Manufacturing,India,M
Henry Swieca,1800,1000,True,64,Finance & Investments,United States,M
Robert Toennies,1800,3000,False,43,Food & Beverage,Germany,M
Torbjorn Tornqvist,1800,2000,True,68,Energy,Switzerland,M
Charlotte Colket Weber,1800,1000,False,79,Food & Beverage,United States,F
Wu Yulan,1800,1000,True,52,Healthcare,China,F
Elaine Wynn,1800,2000,True,79,Gambling & Casinos,United States,F
Farkhad Akhmedov,1700,1000,True,66,Energy,Russia,M
Marc Andreessen,1700,1000,True,50,Finance & Investments,United States,M
David Booth,1700,1000,True,76,Finance & Investments,United States,M
Saket Burman,1700,1000,False,45,Food & Beverage,United Arab Emirates,M
Phongthep Chiaravanont,1700,1000,False,70,Diversified,Thailand,M
Ivan Chrenko,1700,1000,True,54,Real Estate,Slovakia,M
Sol Daurella,1700,1000,False,56,Food & Beverage,Spain,F
Dulce Pugliese de Godoy Bueno,1700,2000,True,74,Healthcare,Brazil,F
Norbert Dentressangle,1700,1000,True,67,Logistics,France,M
Oleg Deripaska,1700,6000,True,54,Metals & Mining,Russia,M
Donald Foss,1700,1000,True,77,Automotive,United States,M
Rolf Gerling,1700,1000,False,67,Finance & Investments,Switzerland,M
William Heinecke,1700,2000,True,72,Real Estate,Thailand,M
Michael Jordan,1700,1000,True,59,Sports,United States,M
Dmitry Kamenshchik,1700,3000,True,53,Service,Russia,M
Anthony Langley,1700,1000,True,67,Diversified,United Kingdom,M
James Leininger,1700,1000,True,77,Healthcare,United States,M
Louise Lindh,1700,1000,False,42,Diversified,Sweden,F
Anand Mahindra,1700,1000,False,66,Diversified,India,M
Billy Joe (Red) McCombs,1700,1000,True,94,Diversified,United States,M
Alberto Palatchi,1700,1000,True,72,Fashion & Retail,Spain,M
Nelson Peltz,1700,1000,True,79,Finance & Investments,United States,M
Jorge Perez,1700,3000,True,72,Real Estate,United States,M
Arkady Rotenberg,1700,3000,True,70,Construction & Engineering,Russia,M
Dieter Schnabel,1700,1000,False,76,Manufacturing,Germany,M
Shao Qinxiang,1700,1000,True,67,Manufacturing,China,M
Basudeo Singh,1700,1000,True,81,Healthcare,India,M
Gordon Wu,1700,1000,True,86,Real Estate,Hong Kong,M
Yao Kuizhang,1700,1000,True,57,Food & Beverage,China,M
Vladimir Yevtushenkov,1700,2000,True,73,Telecom,Russia,M
Zhang Yubai,1700,1000,True,57,Food & Beverage,China,M
Anita Zucker,1700,3000,False,70,Manufacturing,United States,F
Vasily Anisimov,1600,1000,True,70,Metals & Mining,Russia,M
Mori Arkin,1600,1000,True,69,Healthcare,Israel,M
Semahat Sevim Arsel,1600,2000,False,93,Diversified,Turkey,F
Clifford Asness,1600,3000,True,55,Finance & Investments,United States,M
Louis Bacon,1600,1000,True,65,Finance & Investments,United States,M
Amit Burman,1600,1000,False,52,Food & Beverage,India,M
Ana Lucia de Mattos Barretto Villela,1600,2000,False,48,Finance & Investments,Brazil,F
Jamie Dimon,1600,1000,True,66,Finance & Investments,United States,M
Gary Fegel,1600,1000,True,48,Metals & Mining,Switzerland,M
Gao Yunfeng,1600,1000,True,55,Manufacturing,China,M
Sam Goi,1600,2000,True,75,Food & Beverage,Singapore,M
Sergei Gordeev,1600,1000,True,49,Real Estate,Russia,M
Bill Gross,1600,1000,True,77,Finance & Investments,United States,M
Lutz Mario Helmig,1600,2000,True,75,Healthcare,Germany,M
Ilkka Herlin,1600,1000,False,63,Manufacturing,Finland,M
Asok Kumar Hiranandani,1600,1000,False,67,Real Estate,Singapore,M
Anurang Jain,1600,1000,True,60,Manufacturing,India,M
Richard Kayne,1600,1000,True,76,Finance & Investments,United States,M
William Koch,1600,1000,False,81,Energy,United States,M
Kagemasa Kozuki,1600,1000,True,81,Technology,Japan,M
Theodore Leonsis,1600,1000,True,66,Sports,United States,M
David Xueling Li,1600,1000,True,49,Technology,China,M
Li Jiaquan,1600,1000,True,58,Manufacturing,China,M
Li Rucheng,1600,1000,True,70,Fashion & Retail,China,M
Li Sze Lim,1600,3000,True,65,Real Estate,China,M
Lim Wee Chai,1600,1000,True,64,Manufacturing,Malaysia,M
Liu Ming Chung,1600,1000,True,59,Manufacturing,Hong Kong,M
Vincent Lo,1600,2000,False,73,Real Estate,Hong Kong,M
Brandt Louie,1600,2000,False,78,Food & Beverage,Canada,M
Catherine Lozick,1600,2000,False,76,Manufacturing,United States,F
"Cargill MacMillan, III.",1600,1000,False,62,Food & Beverage,United States,M
Duncan MacMillan,1600,1000,True,84,Finance & Investments,United States,M
John MacMillan,1600,1000,False,72,Food & Beverage,United States,M
Martha MacMillan,1600,1000,False,70,Food & Beverage,United States,F
William MacMillan,1600,1000,False,67,Food & Beverage,United States,M
Terence (Terry) Matthews,1600,1000,True,79,Telecom,Canada,M
Kazuo Okada,1600,3000,True,79,Gambling & Casinos,Japan,M
Tomas Olivo Lopez,1600,2000,True,48,Real Estate,Spain,M
Brian Roberts,1600,1000,False,62,Media & Entertainment,United States,M
Sheryl Sandberg,1600,1000,True,52,Technology,United States,F
Andres Santo Domingo,1600,4000,False,43,Food & Beverage,United States,M
Gerald Schwartz,1600,1000,True,80,Finance & Investments,Canada,M
Sathien Setthasit,1600,1000,True,67,Food & Beverage,Thailand,M
Niraj Shah,1600,1000,True,48,Technology,United States,M
Evgeny (Eugene) Shvidler,1600,1000,True,58,Energy,United Kingdom,M
Peter Sperling,1600,1000,False,62,Service,United States,M
David Teoh,1600,1000,True,66,Telecom,Australia,M
Ion Tiriac,1600,1000,True,82,Finance & Investments,Romania,M
Clemens Toennies,1600,3000,True,65,Food & Beverage,Germany,M
Wei Ing-Chou,1600,1000,True,68,Food & Beverage,China,M
Wei Ying-Chiao,1600,1000,True,67,Food & Beverage,Taiwan,M
Yang Tingdong,1600,1000,True,61,Food & Beverage,China,M
Yu Peidi,1600,1000,True,62,Real Estate,China,M
Antti Aarnio-Wihuri,1500,2000,False,82,Diversified,Finland,M
Chirayu Amin,1500,1000,False,75,Healthcare,India,M
Lesley Bamberger,1500,1000,False,56,Real Estate,Netherlands,M
Bernhard Braun-Luedicke,1500,2000,False,45,Healthcare,Germany,M
Eva Maria Braun-Luedicke,1500,2000,False,35,Healthcare,Germany,F
Ana Maria Brescia Cafferata,1500,1000,False,97,Diversified,Peru,F
Nikolai Buinov,1500,2000,True,54,Energy,Russia,M
Paolo Bulgari,1500,1000,False,84,Fashion & Retail,Italy,M
Ahmet Calik,1500,1000,True,64,Diversified,Turkey,M
Steve Case,1500,1000,True,63,Technology,United States,M
Binod Chaudhary,1500,1000,False,66,Diversified,Nepal,M
Steve Conine,1500,1000,True,49,Technology,United States,M
Eduardo Costantini,1500,1000,True,75,Real Estate,Argentina,M
Bharat Desai,1500,1000,True,69,Technology,United States,M
Mohammed Dewji,1500,1000,False,46,Diversified,Tanzania,M
Domenico Dolce,1500,1000,True,63,Fashion & Retail,Italy,M
Bulent Eczacibasi,1500,1000,False,72,Diversified,Turkey,M
Faruk Eczacibasi,1500,1000,False,67,Diversified,Turkey,M
Henry Engelhardt,1500,1000,True,64,Finance & Investments,United Kingdom,M
Eduardo Eurnekian,1500,2000,True,89,Diversified,Argentina,M
John Farber,1500,1000,True,96,Manufacturing,United States,M
Stefano Gabbana,1500,1000,True,59,Fashion & Retail,Italy,M
Geng Jianming,1500,2000,True,59,Real Estate,China,M
Alan Gerry,1500,1000,True,93,Media & Entertainment,United States,M
Balkrishan Goenka,1500,1000,True,55,Manufacturing,India,M
Gu Wei,1500,1000,True,57,Manufacturing,China,M
Torstein Hagen,1500,2000,True,79,Service,Switzerland,M
Timothy Headington,1500,1000,False,71,Energy,United States,M
Ilona Herlin,1500,1000,False,57,Manufacturing,Finland,F
Niranjan Hiranandani,1500,1000,True,72,Real Estate,India,M
Drew Houston,1500,1000,True,39,Technology,United States,M
Huang Rulun,1500,4000,True,70,Real Estate,China,M
Sidney Kimmel,1500,1000,True,94,Fashion & Retail,United States,M
Seth Klarman,1500,1000,True,64,Finance & Investments,United States,M
Mustafa Rahmi Koc,1500,2000,False,91,Diversified,Turkey,M
Pyotr Kondrashev,1500,1000,True,72,Manufacturing,Austria,M
Kong Jian Min,1500,2000,True,54,Real Estate,China,M
Hemendra Kothari,1500,1000,False,75,Finance & Investments,India,M
Youssef Mansour,1500,1000,True,76,Diversified,Egypt,M
David McMurtry,1500,1000,True,81,Manufacturing,United Kingdom,M
Massimo Moratti,1500,1000,False,76,Energy,Italy,M
Robert Mouawad,1500,1000,False,77,Service,Bahrain,M
Ezra Nahmad,1500,1000,False,76,Finance & Investments,Monaco,M
Kentaro Ogawa,1500,1000,True,73,Food & Beverage,Japan,M
Niti Osathanugrah,1500,1000,False,48,Finance & Investments,Thailand,M
Karl-Johan Persson,1500,1000,False,47,Fashion & Retail,Sweden,M
Markus Persson,1500,1000,True,42,Media & Entertainment,Sweden,M
Tom Persson,1500,1000,False,37,Fashion & Retail,Sweden,M
Kevin Plank,1500,1000,True,49,Fashion & Retail,United States,M
Andreas Pohl,1500,1000,False,57,Finance & Investments,Germany,M
"Reinfried Pohl, Jr.",1500,1000,False,62,Finance & Investments,Germany,M
Fernando Roig,1500,1000,False,74,Fashion & Retail,Spain,M
Fayez Sarofim,1500,1000,False,93,Finance & Investments,United States,M
Antonio Luiz Seabra,1500,1000,True,79,Fashion & Retail,United Kingdom,M
Yuri Shefler,1500,1000,True,54,Food & Beverage,Switzerland,M
Mikhail Shelkov,1500,1000,True,53,Metals & Mining,Russia,M
Charlotte Soderstrom,1500,1000,False,45,Fashion & Retail,Sweden,F
Thomas Steyer,1500,1000,True,64,Finance & Investments,United States,M
Kevin Systrom,1500,1000,True,38,Technology,United States,M
Hary Tanoesoedibjo,1500,1000,True,56,Media & Entertainment,Indonesia,M
Jonathan Tisch,1500,1000,False,68,Diversified,United States,M
Wilma Tisch,1500,1000,False,94,Finance & Investments,United States,F
Kenny Troutt,1500,1000,True,74,Telecom,United States,M
Myron Wentz,1500,1000,True,82,Fashion & Retail,Cayman Islands,M
Radhe Shyam Agarwal,1400,1000,True,77,Fashion & Retail,India,M
Syed Mokhtar AlBukhary,1400,1000,True,70,Construction & Engineering,Malaysia,M
Patricia Angelini Rossi,1400,2000,False,68,Diversified,Chile,F
Elena Baturina,1400,1000,True,59,Construction & Engineering,United Kingdom,F
Thomas Bruch,1400,1000,False,71,Fashion & Retail,Germany,M
Richard Chang,1400,1000,True,75,Real Estate,Taiwan,M
Chen Tianqiao,1400,1000,True,48,Technology,United States,M
Chin Jong Hwa,1400,2000,True,63,Automotive,Taiwan,M
Darwin Deason,1400,1000,True,81,Service,United States,M
Diego Della Valle,1400,1000,False,68,Fashion & Retail,Italy,M
Mark Dixon,1400,1000,True,62,Real Estate,Monaco,M
Radhe Shyam Goenka,1400,1000,True,76,Fashion & Retail,India,M
Ayman Hariri,1400,1000,False,43,Construction & Engineering,France,M
Christoph Henkel,1400,2000,False,64,Fashion & Retail,United Kingdom,M
Johan Johannson,1400,4000,False,55,Fashion & Retail,Norway,M
Ramesh Juneja,1400,2000,True,66,Healthcare,India,M
Viktor Kharitonin,1400,1000,True,49,Healthcare,Russia,M
Kurt Krieger,1400,3000,True,74,Fashion & Retail,Germany,M
Mustafa Kucuk,1400,2000,True,58,Fashion & Retail,Turkey,M
Jenny Lindén Urnes,1400,1000,False,51,Manufacturing,Sweden,F
Anatoly Lomakin,1400,1000,True,69,Metals & Mining,Russia,M
Jeffrey Lorberbaum,1400,2000,False,67,Manufacturing,United States,M
Gary Magness,1400,1000,False,68,Media & Entertainment,United States,M
Vadim Moshkovich,1400,2000,True,54,Food & Beverage,Russia,M
Marius Nacht,1400,1000,True,56,Technology,Israel,M
Adam Neumann,1400,2000,True,43,Real Estate,United States,M
Simon Nixon,1400,1000,True,54,Technology,United Kingdom,M
Stefan Olsson,1400,2000,False,73,Diversified,United Kingdom,M
Ranjan Pai,1400,1000,False,49,Service,India,M
Mark Pincus,1400,1000,True,56,Technology,United States,M
Alexey Repik,1400,2000,True,42,Healthcare,Russia,M
Subhash Runwal,1400,1000,True,78,Real Estate,India,M
Carlos Sanchez,1400,2000,False,60,Healthcare,Brazil,M
Martin Selig,1400,1000,True,84,Real Estate,United States,M
Bhadresh Shah,1400,1000,True,70,Manufacturing,India,M
Ben Silbermann,1400,1000,True,39,Media & Entertainment,United States,M
Sun Qinghuan,1400,1000,True,48,Technology,China,M
Tong Jinquan,1400,2000,True,67,Real Estate,China,M
John Van Lieshout,1400,1000,True,76,Real Estate,Australia,M
Wang Jian,1400,3000,True,68,Technology,China,M
Gavril Yushvaev,1400,1000,True,64,Finance & Investments,Russia,M
Zhuo Jun,1400,1000,False,56,Manufacturing,Hong Kong,F
Alberto Alcocer,1300,1000,True,79,Finance & Investments,Spain,M
Alexandra Andresen,1300,1000,False,25,Diversified,Norway,F
Katharina Andresen,1300,1000,False,26,Diversified,Norway,F
Mehmet Aydinlar,1300,1000,True,65,Healthcare,Turkey,M
Angela Bennett,1300,1000,False,78,Metals & Mining,Australia,F
Oleg Boyko,1300,1000,True,57,Diversified,Switzerland,M
Anna Maria Braun,1300,1000,False,43,Healthcare,Germany,F
Edouard Carmignac,1300,1000,True,74,Finance & Investments,France,M
Jeffrey Cheah,1300,1000,True,77,Real Estate,Malaysia,M
Chen Shiliang,1300,1000,True,58,Manufacturing,China,M
Cheng Xianfeng,1300,1000,True,53,Healthcare,China,M
Chua Thian Poh,1300,1000,True,73,Real Estate,Singapore,M
Alberto Cortina,1300,1000,True,76,Finance & Investments,Spain,M
Sandor Csanyi,1300,1000,True,69,Diversified,Hungary,M
Richard Desmond,1300,1000,True,70,Media & Entertainment,United Kingdom,M
Susumu Fujita,1300,1000,True,48,Media & Entertainment,Japan,M
Francis Holder,1300,1000,True,81,Food & Beverage,France,M
Zarakh Iliev,1300,3000,True,55,Real Estate,Russia,M
Mitchell Jacobson,1300,1000,False,71,Service,United States,M
Yuri Kovalchuk,1300,1000,True,70,Finance & Investments,Russia,M
Michael Krasny,1300,1000,True,68,Technology,United States,M
Heikki Kyostila,1300,2000,True,76,Healthcare,Finland,M
Liu Ming Hui,1300,2000,True,59,Energy,Hong Kong,M
Martin Moller Nielsen,1300,2000,True,57,Logistics,United Kingdom,M
Yoshiko Mori,1300,2000,False,81,Real Estate,Japan,F
Mofatraj Munot,1300,2000,True,77,Real Estate,India,M
God Nisanov,1300,3000,True,49,Real Estate,Russia,M
Vadim Novinsky,1300,1000,True,58,Metals & Mining,Ukraine,M
Forrest Preston,1300,1000,True,89,Healthcare,United States,M
Lily Safra,1300,1000,False,84,Finance & Investments,Switzerland,F
Deniz Sahenk,1300,1000,False,76,Diversified,Turkey,F
Thomas Sandell,1300,1000,True,61,Finance & Investments,United Kingdom,M
Albert Shigaboutdinov,1300,1000,True,69,Diversified,Russia,M
Nobutoshi Shimamura,1300,1000,True,96,Fashion & Retail,Japan,M
Ron Sim,1300,1000,True,63,Fashion & Retail,Singapore,M
Terry Snow,1300,1000,True,78,Real Estate,Australia,M
Manny Stul,1300,1000,True,72,Manufacturing,Australia,M
Rustem Sulteev,1300,1000,True,68,Energy,Russia,M
Tony Tan Caktiong,1300,4000,True,69,Food & Beverage,Philippines,M
Jim Thompson,1300,1000,True,82,Logistics,Hong Kong,M
Wan Long,1300,1000,True,81,Food & Beverage,China,M
Wang Jianyi,1300,1000,True,59,Technology,China,M
"Alfred West, Jr.",1300,1000,True,79,Finance & Investments,United States,M
Dan Wilks,1300,1000,True,65,Energy,United States,M
Farris Wilks,1300,1000,True,70,Energy,United States,M
Kostyantin Zhevago,1300,1000,True,48,Metals & Mining,Ukraine,M
Zhu Xingliang,1300,2000,True,62,Construction & Engineering,China,M
Hamad bin Jassim bin Jaber Al Thani,1200,1000,False,62,Finance & Investments,Qatar,M
Mika Anttonen,1200,2000,True,55,Energy,Finland,M
Jose Maria Aristrain,1200,1000,False,59,Metals & Mining,Switzerland,M
Emilio Azcarraga Jean,1200,1000,False,54,Media & Entertainment,Mexico,M
Thomas Bailey,1200,1000,True,85,Finance & Investments,United States,M
Andrei Bokarev,1200,2000,True,55,Manufacturing,Russia,M
Ludwig Theodor Braun,1200,1000,False,32,Healthcare,Germany,M
Friederike Braun-Luedicke,1200,2000,False,38,Healthcare,Germany,F
Yvon Chouinard,1200,1000,True,83,Fashion & Retail,United States,M
Gleb Fetisov,1200,1000,True,55,Telecom,Russia,M
Robert Fisher,1200,1000,False,68,Fashion & Retail,United States,M
William Fisher,1200,1000,False,65,Fashion & Retail,United States,M
J. Christopher Flowers,1200,1000,True,64,Finance & Investments,United States,M
Bernd Freier,1200,1000,True,65,Fashion & Retail,Germany,M
Dan Gertler,1200,1000,False,48,Metals & Mining,Israel,M
Richard Hayne,1200,1000,True,74,Fashion & Retail,United States,M
Huang Shih Tsai,1200,2000,True,70,Real Estate,China,M
Mohammed Ibrahim,1200,1000,True,75,Telecom,United Kingdom,M
Hedda im Brahm-Droege,1200,2000,True,67,Finance & Investments,Germany,F
Chatchai Kaewbootta,1200,1000,True,70,Finance & Investments,Thailand,M
Andrei Kosogov,1200,1000,True,61,Energy,Russia,M
Guy Laliberté,1200,1000,True,62,Media & Entertainment,Canada,M
David Penaloza Alanis,1200,1000,False,48,Construction & Engineering,Mexico,M
Stefan Pierer,1200,1000,True,65,Automotive,Austria,M
Murdaya Poo,1200,2000,False,81,Diversified,Indonesia,M
Michael Price,1200,1000,False,69,Finance & Investments,United States,M
Andrei Rappoport,1200,1000,True,58,Finance & Investments,Russia,M
Helena Revoredo,1200,2000,False,75,Service,Spain,F
Nobutada Saji,1200,1000,False,76,Food & Beverage,Japan,M
Leonard Schleifer,1200,1000,True,69,Healthcare,United States,M
Airat Shaimiev,1200,1000,True,60,Energy,Russia,M
Radik Shaimiev,1200,1000,True,57,Energy,Russia,M
Vijay Shekhar Sharma,1200,1000,True,43,Service,India,M
Michael Steinhardt,1200,1000,True,81,Finance & Investments,United States,M
Lucio Tan,1200,4000,True,87,Diversified,Philippines,M
Yoshikazu Tanaka,1200,1000,True,45,Technology,Japan,M
