rank,personName,age,finalWorth,category,country,gender_F,gender_M
1650,Jasminder Singh,67,1000,14,3,0,1
1650,Martua Sitorus,58,1000,12,63,0,1
1650,Peter Sperling,58,1000,11,20,0,1
1650,Jerzy Starak,70,1000,1,29,0,1
1650,Manny Stul,68,1000,12,65,0,1
1650,Su Rubo,63,1000,14,26,0,1
1650,Fuat Tosyali,55,1000,0,13,0,1
1650,Kenny Troutt,70,1000,18,20,0,1
1650,Rufino Vigil Gonzalez,69,1000,0,37,0,1
1650,Wang Jianfeng,48,1000,7,26,0,1
1650,Wang Jing,45,1000,18,26,0,1
1650,Wang Qunbin,48,1000,13,26,0,1
1650,Dan Wilks,61,1000,2,20,0,1
1650,Farris Wilks,66,1000,2,20,0,1
1650,Thomas Wu,67,1000,10,24,0,1
1650,Yi Zheng,47,1000,8,26,0,1
1650,Yuan Fugen,67,1000,12,26,0,1
1650,"Richard Yuengling, Jr.",74,1000,16,20,0,1
1650,Gavril Yushvaev,60,1000,10,35,0,1
1650,Zeng Kaitian,43,1000,8,26,0,1
1650,Zhang Wanzhen,68,1000,12,26,0,1
1650,Zhang Yubai,53,1000,16,26,0,1
1650,Zhou Yifeng,49,1000,12,26,0,1
1650,Zhou Yongli,63,1000,12,26,0,1
1650,Zhu Wenchen,52,1000,1,26,0,1
1650,Ahmet Nazif Zorlu,73,1000,13,13,0,1
1756,Len Ainsworth,94,1000,4,65,0,1
1756,Edmund Ansin,82,1000,5,20,0,1
1756,Markus Blocher,47,1000,12,70,0,1
1756,Leonid Boguslavsky,66,1000,10,35,0,1
1756,Jorge Horacio Brito,65,1000,10,58,0,1
1756,Saket Burman,40,1000,16,3,0,1
1756,Steve Case,59,1000,8,20,0,1
1756,Jeffrey Cheah,72,1000,14,8,0,1
1756,Bruce Cheng,82,1000,8,24,0,1
1756,Cheng Xianfeng,49,1000,1,26,0,1
1756,Ivan Chrenko,50,1000,14,51,0,1
1756,Eduardo Cojuangco,82,1000,16,45,0,1
1756,Brunello Cucinelli,64,1000,17,48,0,1
1756,Darwin Deason,77,1000,11,20,0,1
1756,Andrea Della Valle,52,1000,17,48,0,1
1756,Jamie Dimon,61,1000,10,20,0,1
1756,Charles Dunstone,54,1000,18,3,0,1
1756,Bruce Flatt,52,1000,10,49,0,1
1756,Fu Meicheng,60,1000,5,26,0,1
1756,Soichiro Fukutake,72,1000,11,27,0,1
1756,Don Gao,53,1000,12,26,0,1
1756,Gao Yunfeng,51,1000,12,26,0,1
1756,Anne Gittinger,82,1000,17,20,1,0
1756,Clelia Haji-Ioannou,47,1000,11,5,1,0
1756,John Hancock,42,1000,0,65,0,1
1756,Ronnen Harary,46,1000,12,49,0,1
1756,Ayman Hariri,39,1000,3,22,0,1
1756,Fahd Hariri,37,1000,3,22,0,1
1756,Surendra Hiranandani,63,1000,14,5,0,1
1756,Alan Howard,54,1000,10,3,0,1
1756,Hu Keqin,59,1000,13,26,0,1
1756,Irwin Jacobs,84,1000,8,20,0,1
1756,Mitchell Jacobson,67,1000,11,20,0,1
1756,Rana Kapoor,60,1000,10,44,0,1
1756,Alexander Karp,50,1000,8,20,0,1
1756,Raghuvinder Kataria,68,1000,10,3,0,1
1756,Habil Khorakiwala,75,1000,1,44,0,1
1756,Sidney Kimmel,90,1000,17,20,0,1
1756,Andre Koo,50,1000,10,24,0,1
1756,Koo Bon-Neung,68,1000,12,53,0,1
1756,Andrei Kosogov,56,1000,2,35,0,1
1756,Lee Ho-Jin,55,1000,13,53,0,1
1756,Solomon Lew,72,1000,17,65,0,1
1756,Rodney Lewis,63,1000,2,20,0,1
1756,Li Jiaquan,54,1000,12,26,0,1
1756,Lin Fanlian,56,1000,2,26,0,1
1756,Lin Jianhua,55,1000,12,26,0,1
1756,Lin Tianfu,55,1000,17,1,0,1
1756,Louise Lindh,38,1000,13,18,1,0
1756,Liu Baolin,64,1000,17,26,0,1
1756,Jose Llado Fernandez-Urrutia,83,1000,3,38,0,1
1756,"Cargill MacMillan, III.",58,1000,16,20,0,1
1756,John MacMillan,68,1000,16,20,0,1
1756,Martha MacMillan,66,1000,16,20,1,0
1756,William MacMillan,63,1000,16,20,0,1
1756,Katarina Martinson,36,1000,13,18,1,0
1756,Craig Newmark,65,1000,8,20,0,1
1756,Bruce Nordstrom,84,1000,17,20,0,1
1756,Pierre Karl Péladeau,56,1000,5,49,0,1
1756,David Penaloza Alanis,44,1000,3,37,0,1
1756,Andreas Pohl,53,1000,10,62,0,1
1756,"Reinfried Pohl, Jr.",58,1000,10,62,0,1
1756,Mahendra Prasad,78,1000,1,44,0,1
1756,Anton Rabie,46,1000,12,49,0,1
1756,Bianca Rinehart,40,1000,0,65,1,0
1756,Ginia Rinehart,31,1000,0,65,1,0
1756,Alexander Rovt,65,1000,12,20,0,1
1756,Lily Safra,80,1000,10,33,1,0
1756,Deniz Sahenk,72,1000,13,13,1,0
1756,Leonard Schleifer,65,1000,1,20,0,1
1756,Dieter Schnabel,72,1000,12,62,0,1
1756,Bhadresh Shah,66,1000,12,44,0,1
1756,Shao Qinxiang,63,1000,12,26,0,1
1756,Eric Ya Shen,47,1000,8,26,0,1
1756,Nobutoshi Shimamura,92,1000,17,27,0,1
1756,Shum Chiu Hung,48,1000,14,26,0,1
1756,Helmut Sohmen,78,1000,6,0,0,1
1756,Sun Qinghuan,44,1000,8,26,0,1
1756,Sun Yinhuan,68,1000,14,26,0,1
1756,Djoko Susanto,68,1000,17,63,0,1
1756,Erol Tabanca,60,1000,3,13,0,1
1756,Alexander Tedja,72,1000,14,63,0,1
1756,Wilma Tisch,90,1000,10,20,1,0
1756,Ayhan Tosyali,54,1000,0,13,0,1
1756,Fatih Tosyali,52,1000,0,13,0,1
1756,Long Tran Dinh,57,1000,12,59,0,1
1756,Tsai Ming-Kai,67,1000,8,24,0,1
1756,Pavel Tykac,53,1000,0,12,0,1
1756,Jayshree Ullal,56,1000,8,20,1,0
1756,Wan Long,77,1000,16,26,0,1
1756,Wang Muqing,67,1000,7,26,0,1
1756,Wang Yong,67,1000,16,26,0,1
1756,Hope Welker,32,1000,0,65,1,0
1756,Wen Yibo,52,1000,11,26,0,1
1756,Stephen T. Winn,71,1000,14,20,0,1
1756,Gordon Wu,82,1000,14,1,0,1
1756,Wu Lanlan,44,1000,12,26,1,0
1756,Xu Ziquan,59,1000,8,26,0,1
1756,Yang Tingdong,57,1000,16,26,0,1
1756,You Xiaoping,60,1000,12,26,0,1
1756,Yu Peidi,58,1000,14,1,0,1
1756,Yu Qibing,52,1000,12,26,0,1
1756,Yu Yunxin,56,1000,17,26,0,1
1756,Zan Shengda,54,1000,13,26,0,1
1756,Zhang Guiping,66,1000,14,26,0,1
1756,Zhao Weiguo,51,1000,8,26,0,1
1756,Zheng Jianjiang,57,1000,12,26,0,1
1867,Hamad bin Jassim bin Jaber Al Thani,58,1000,10,60,0,1
1867,Isak Andic,64,1000,17,38,0,1
1867,Marc Andreessen,46,1000,10,20,0,1
1867,Jose Maria Aristrain,55,1000,0,38,0,1
1867,Thomas Bailey,81,1000,10,20,0,1
1867,Harindarpal Banga,67,1000,10,44,0,1
1867,Elena Baturina,55,1000,3,35,1,0
1867,Eduardo Belmont Anderson,72,1000,17,16,0,1
1867,Tomasz Biernacki,45,1000,17,29,0,1
1867,Zadik Bino,74,1000,13,30,0,1
1867,Brett Blundy,58,1000,17,65,0,1
1867,Henadiy Boholyubov,56,1000,13,34,0,1
1867,Charles Brandes,75,1000,10,20,0,1
1867,Amit Burman,48,1000,16,44,0,1
1867,Cai Dongqing,48,1000,5,26,0,1
1867,Chen Bo,47,1000,2,26,0,1
1867,Cheng Wei,35,1000,11,26,0,1
1867,Phongthep Chiaravanont,66,1000,13,54,0,1
1867,Kochouseph Chittilappilly,67,1000,12,44,0,1
1867,Chu Jinfu,60,1000,12,26,0,1
1867,Eduardo Costantini,71,1000,14,58,0,1
1867,Sol Daurella,52,1000,16,38,1,0
1867,Philip Day,52,1000,17,3,0,1
1867,D. Leopoldo Del Pino y Calvo-Sotelo,55,1000,3,38,0,1
1867,Norbert Dentressangle,63,1000,6,36,0,1
1867,Beda Diethelm,77,1000,1,70,0,1
1867,Mark Dixon,59,1000,14,3,0,1
1867,Henry Engelhardt,60,1000,10,20,0,1
1867,Fang Hongbo,51,1000,12,26,0,1
1867,Gleb Fetisov,51,1000,18,35,0,1
1867,Donald Foss,73,1000,7,20,0,1
1867,Robert Friedland,67,1000,0,20,0,1
1867,Donald Friese,77,1000,12,20,0,1
1867,Fu Guangming,64,1000,16,26,0,1
1867,Dan Gertler,44,1000,0,30,0,1
1867,Dennis Gillings,73,1000,1,3,0,1
1867,Ryan Graves,34,1000,8,20,0,1
1867,Gu Wei,53,1000,12,26,0,1
1867,Alfredo Harp Helu,73,1000,10,37,0,1
1867,Gudrun Heine,63,1000,1,62,1,0
1867,Francis Holder,77,1000,16,36,0,1
1867,Hong Seok-Joh,65,1000,17,53,0,1
1867,Douglas Hsu,75,1000,13,24,0,1
1867,Huang Jianrong,60,1000,0,26,0,1
1867,"B. Wayne Hughes, Jr.",57,1000,14,20,0,1
1867,Daisy Igel,90,1000,2,17,1,0
1867,Thomas James,75,1000,10,20,0,1
1867,Jiang Ganjun,54,1000,12,26,0,1
1867,Jiang Zhaobai,54,1000,14,26,0,1
1867,Jin Huiming,65,1000,14,26,0,1
1867,Ajay Kalsi,57,1000,2,44,0,1
1867,Helga Kellerhals,77,1000,17,62,1,0
1867,King Pak Fu,48,1000,14,1,0,1
1867,Sergei Kolesnikov,46,1000,12,35,0,1
1867,Hemendra Kothari,71,1000,10,44,0,1
1867,Eiichi Kuriwada,71,1000,6,27,0,1
1867,Guy Laliberté,58,1000,5,49,0,1
1867,Lee Hae-Jin,50,1000,8,53,0,1
1867,Michael Lee-Chin,67,1000,10,49,0,1
1867,Li Guangyu,54,1000,11,26,0,1
1867,Li Jun,53,1000,12,26,0,1
1867,Li Rucheng,66,1000,17,26,0,1
1867,Li Xuhui,49,1000,16,26,1,0
1867,Lim Wee Chai,60,1000,12,8,0,1
1867,Liu Jiang,50,1000,2,26,0,1
1867,Liu Xuejing,67,1000,13,26,0,1
1867,Liu Zhenguo,53,1000,11,26,0,1
1867,Lo Ka Shui,71,1000,14,1,0,1
1867,Lo Siu-tong,87,1000,14,1,0,1
1867,Tobi Lutke,37,1000,8,49,0,1
1867,Ma Yunsheng,55,1000,13,26,0,1
1867,Ziyavudin Magomedov,49,1000,2,35,0,1
1867,Ana Maria Marcondes Penido Sant'Anna,62,1000,3,17,1,0
1867,Terence (Terry) Matthews,74,1000,18,49,0,1
1867,Gail Miller,74,1000,7,20,1,0
1867,Andrei Molchanov,46,1000,3,35,0,1
1867,Ni Zhaoxing,62,1000,14,26,0,1
1867,Kentaro Ogawa,69,1000,16,27,0,1
1867,Erik Paulsson,76,1000,14,18,0,1
1867,Peng Hao,50,1000,12,26,0,1
1867,Stefan Pierer,61,1000,7,0,0,1
1867,Michael Price,65,1000,10,20,0,1
1867,Clayton Riddell,80,1000,2,49,0,1
1867,Boris Rotenberg,61,1000,3,35,0,1
1867,Igor Rybakov,45,1000,12,35,0,1
1867,Stephen Saad,53,1000,1,31,0,1
1867,K. Rai Sahi,71,1000,14,49,0,1
1867,Airat Shaimiev,56,1000,2,35,0,1
1867,Radik Shaimiev,53,1000,2,35,0,1
1867,Shang Jiyong,50,1000,13,26,0,1
1867,Mikhail Shelkov,49,1000,0,35,0,1
1867,S.D. Shibulal,63,1000,8,44,0,1
1867,Ron Sim,59,1000,17,69,0,1
1867,Leonid Simanovsky,68,1000,10,35,0,1
1867,Basudeo Singh,77,1000,1,44,0,1
1867,Samprada Singh,92,1000,1,44,0,1
1867,Terry Snow,74,1000,14,65,0,1
1867,Lynsi Snyder,35,1000,16,20,1,0
1867,Sybill Storz,80,1000,1,62,1,0
1867,Harjo Sutanto,91,1000,17,63,0,1
1867,Yoshikazu Tanaka,41,1000,8,27,0,1
1867,Mehmet Sinan Tara,59,1000,3,13,0,1
1867,Rit Thirakomen,66,1000,16,54,0,1
1867,Tian Ming,64,1000,8,26,0,1
1867,Ion Tiriac,78,1000,10,19,0,1
1867,Ivar Erik Tollefsen,56,1000,14,67,0,1
1867,Mustafa Latif Topbas,73,1000,17,13,0,1
1867,Thomas Tull,47,1000,5,20,0,1
1867,John Van Lieshout,72,1000,14,65,0,1
1867,Wang Han,30,1000,13,26,0,1
1867,Wang Junjin,49,1000,11,26,0,1
1867,Wang Wenbiao,61,1000,12,26,0,1
1867,"Alfred West, Jr.",75,1000,10,20,0,1
1867,Wu Daohong,52,1000,2,26,0,1
1867,Wu Yiling,68,1000,1,26,0,1
1867,Xiu Laigui,63,1000,1,26,0,1
1867,Xu Xiong,46,1000,11,26,0,1
1867,Xu Xudong,48,1000,7,26,0,1
1867,Xue Hua,48,1000,12,26,0,1
1867,Vadim Yakunin,55,1000,1,35,0,1
1867,Yan Yude,57,1000,11,26,0,1
1867,Yang Keng,57,1000,14,26,0,1
1867,Yang Shaopeng,60,1000,6,26,0,1
1867,Zhang Cheng Fei,50,1000,12,26,0,1
1867,Zhang Jingzhang,82,1000,12,26,0,1
1867,Zhang Keqiang,57,1000,14,26,0,1
1867,Zhang Xuanning,47,1000,17,26,0,1
1867,Zhang Zhangsun,61,1000,14,26,0,1
1867,Zhou Bajin,82,1000,12,26,0,1
1867,Zhou Wenyu,53,1000,14,26,0,1
1999,William Ackman,51,1000,10,20,0,1
1999,Soegiarto Adikoesoemo,79,1000,6,63,0,1
1999,Ali Ibrahim Agaoglu,64,1000,3,13,0,1
1999,Hamdi Akin,63,1000,13,13,0,1
1999,Chirayu Amin,71,1000,1,44,0,1
1999,Mehmet Aydinlar,61,1000,1,13,0,1
1999,Emanuella Barilla,51,1000,16,48,1,0
1999,Guido Barilla,59,1000,16,48,0,1
1999,Luca Barilla,58,1000,16,48,0,1
1999,Paolo Barilla,56,1000,16,48,0,1
1999,Mehmet Rustu Basaran,71,1000,2,13,0,1
1999,J. Hyatt Brown,80,1000,10,20,0,1
1999,Hideyuki Busujima,65,1000,4,27,0,1
1999,Cai Rongjun,45,1000,8,26,0,1
1999,Cai Xiaoru,38,1000,8,26,0,1
1999,Delfin Jorge Ezequiel Carballo,65,1000,10,58,0,1
1999,Chen Jinshi,55,1000,14,26,0,1
1999,Chen Qixing,58,1000,8,26,0,1
1999,Chen Shiliang,54,1000,12,26,0,1
1999,Chen Xiaxin,55,1000,13,26,0,1
1999,Gustavo Cisneros,72,1000,5,32,0,1
1999,Sandor Csanyi,64,1000,13,61,0,1
1999,Cui Lijie,59,1000,4,1,1,0
1999,Dang Yanbao,45,1000,0,26,0,1
1999,Bharat Desai,65,1000,8,20,0,1
1999,Joseph Edelman,62,1000,10,20,0,1
1999,Andrei Filatov,46,1000,6,35,0,1
1999,Paul Fireman,74,1000,17,20,0,1
1999,J. Christopher Flowers,60,1000,10,20,0,1
1999,Fu Kwan,60,1000,13,26,0,1
1999,Sheela Gautam,86,1000,17,44,1,0
1999,Drew Houston,35,1000,8,20,0,1
1999,Huang Shilin,51,1000,2,26,0,1
1999,Huang Wen Tsai,64,1000,14,26,0,1
1999,Mohammed Ibrahim,71,1000,18,3,0,1
1999,Hiroshi Ishibashi,71,1000,7,27,0,1
1999,Bent Jensen,66,1000,12,57,0,1
1999,Chatchai Kaewbootta,66,1000,10,54,0,1
1999,Jonas Kamprad,52,1000,10,18,0,1
1999,Mathias Kamprad,48,1000,10,18,0,1
1999,Peter Kamprad,53,1000,10,18,0,1
1999,Richard Kayne,72,1000,10,20,0,1
1999,Vladimir Kogan,54,1000,13,35,0,1
1999,Koh Wee Meng,54,1000,14,69,0,1
1999,Koo Bon-Joon,66,1000,8,53,0,1
1999,Lam Lung On,53,1000,14,26,0,1
1999,Isaac Larian,63,1000,12,20,0,1
1999,Frank Laukien,58,1000,12,20,0,1
1999,Lee Joon-Ho,53,1000,8,53,0,1
1999,Lee Sang-Hyuk,46,1000,8,53,0,1
1999,Nancy Lerner,57,1000,10,20,1,0
1999,Norma Lerner,81,1000,10,20,1,0
1999,Randolph Lerner,56,1000,10,20,0,1
1999,David Xueling Li,45,1000,8,26,0,1
1999,Li Tan,53,1000,1,26,1,0
1999,Li Weiguo,53,1000,12,26,0,1
1999,Liang Feng,49,1000,12,26,0,1
1999,Liang Guangwei,54,1000,12,26,0,1
1999,Liang Shezeng,86,1000,14,26,0,1
1999,Liao Chang,51,1000,16,26,0,1
1999,Jenny Lindén Urnes,46,1000,12,18,1,0
1999,Liu Zhendong,47,1000,11,26,0,1
1999,Liu Zhiqiang,53,1000,13,26,0,1
1999,Jonathan Lu,49,1000,8,26,0,1
1999,William Macaulay,72,1000,2,20,0,1
1999,John Martin,66,1000,1,20,0,1
1999,Yves-Loic Martin,52,1000,1,36,0,1
1999,Satish Mehta,67,1000,1,44,0,1
1999,Nikita Mishin,46,1000,6,35,0,1
1999,Konstantin Nikolaev,47,1000,6,35,0,1
1999,Simon Nixon,50,1000,8,3,0,1
1999,Michael O'Leary,56,1000,11,2,0,1
1999,Liora Ofer,64,1000,10,30,1,0
1999,Roberto Ongpin,81,1000,13,45,0,1
1999,Niti Osathanugrah,44,1000,10,54,0,1
1999,Frank Otto,60,1000,17,62,0,1
1999,Gretel Packer,51,1000,5,65,1,0
1999,Alberto Palatchi,68,1000,17,38,0,1
1999,Peng Jianhu,61,1000,5,26,0,1
1999,Lucy Peng,45,1000,8,26,1,0
1999,Andrei Rappoport,54,1000,10,35,0,1
1999,Andrea Reimann-Ciardelli,61,1000,17,20,1,0
1999,Igor Rotenberg,44,1000,13,35,0,1
1999,Alan Rydge,65,1000,14,65,0,1
1999,Chris Sacca,42,1000,10,20,0,1
1999,Alexander Samwer,43,1000,8,62,0,1
1999,Marc Samwer,47,1000,8,62,0,1
1999,Oliver Samwer,44,1000,8,62,0,1
1999,Neil Shen,50,1000,10,1,0,1
1999,Albert Shigaboutdinov,65,1000,13,35,0,1
1999,Shin Dong-Joo,64,1000,17,53,0,1
1999,Yoshiko Shinohara,83,1000,11,27,1,0
1999,Analjit Singh,64,1000,1,44,0,1
1999,Stephen Smith,66,1000,10,49,0,1
1999,Michael Steinhardt,77,1000,10,20,0,1
1999,Svein Stole,54,1000,10,67,0,1
1999,Rustem Sulteev,64,1000,2,35,0,1
1999,Julio Patricio Supervielle,61,1000,10,58,0,1
1999,Min-Liang Tan,40,1000,5,69,0,1
1999,Hary Tanoesoedibjo,52,1000,5,63,0,1
1999,Sukanto Tanoto,68,1000,13,63,0,1
1999,Tiong Hiew King,82,1000,13,8,0,1
1999,Laurie Tisch,67,1000,13,20,1,0
1999,Steven Tisch,69,1000,13,20,0,1
1999,James Truchard,74,1000,8,20,0,1
1999,Vardis Vardinoyannis,85,1000,2,52,0,1
1999,Murat Vargi,70,1000,18,13,0,1
1999,Wan Lianbu,52,1000,12,26,0,1
1999,Wang Miaotong,60,1000,7,26,0,1
1999,Wang Zhenghua,73,1000,11,26,0,1
1999,Wen Jianping,56,1000,11,26,0,1
1999,Myron Wentz,78,1000,17,50,0,1
1999,Xia Zuoquan,56,1000,7,26,0,1
1999,Yao Jinbo,42,1000,8,26,0,1
1999,Fatma Tuba Yazici,44,1000,13,13,1,0
1999,Zhang Zhirong,49,1000,13,1,0,1
1999,Zhao Yan,51,1000,13,26,1,0
1999,Zhou Zongwen,61,1000,17,26,0,1
2124,Raamdeo Agrawal,61,1000,10,44,0,1
2124,Maurizio Billi,60,1000,1,17,0,1
2124,Sara Blakely,47,1000,17,20,1,0
2124,Pete Bodharamik,45,1000,18,54,0,1
2124,Cao Kejian,55,1000,12,26,0,1
2124,Morris Chang,86,1000,8,24,0,1
2124,Richard Chang,71,1000,14,24,0,1
2124,Chen Jianming,61,1000,14,26,0,1
2124,Cho Yang-Rai,80,1000,12,53,0,1
2124,Yvon Chouinard,79,1000,17,20,0,1
2124,Eduard Chukhlebov,54,1000,0,35,0,1
2124,Jack Cockwell,77,1000,10,49,0,1
2124,John Collison,27,1000,8,2,0,1
2124,Patrick Collison,29,1000,8,2,0,1
2124,Henry Davis,67,1000,16,20,0,1
2124,Francois Feuillet,69,1000,7,36,0,1
2124,Susumu Fujita,44,1000,5,27,0,1
2124,Filaret Galchev,54,1000,3,35,0,1
2124,Yuri Gushchin,73,1000,16,35,0,1
2124,David Hall,66,1000,7,20,0,1
2124,He Simo,53,1000,12,26,0,1
2124,Hon Kwok Lung,62,1000,17,1,0,1
2124,Elie Horn,74,1000,14,17,0,1
2124,Huang Bingwen,64,1000,12,65,0,1
2124,Huang Xiaofen,56,1000,8,26,1,0
2124,Masayuki Ishihara,69,1000,4,27,0,1
2124,Tarang Jain,55,1000,12,44,0,1
2124,Jiang Wei,56,1000,1,26,0,1
2124,Jiang Xuefei,48,1000,8,26,0,1
2124,David Kabiller,54,1000,10,20,0,1
2124,Morris Kahn,88,1000,8,30,0,1
2124,"Anton Kathrein, Jr.",33,1000,12,62,0,1
2124,Kim Dae-Il,38,1000,8,53,0,1
2124,Michael Kim,54,1000,10,53,0,1
2124,Ihor Kolomoyskyy,55,1000,13,34,0,1
2124,Koo Bon-Sik,59,1000,8,53,0,1
2124,Igor Kudryashkin,56,1000,0,35,0,1
2124,Lev Kvetnoi,52,1000,10,35,0,1
2124,Theodore Leonsis,62,1000,9,20,0,1
2124,Lev Leviev,62,1000,0,30,0,1
2124,Liang Zhaoxian,53,1000,12,26,0,1
2124,John Liew,50,1000,10,20,0,1
2124,Paul Little,70,1000,14,65,0,1
2124,Liu Fuhai,63,1000,13,26,0,1
2124,Liu Jincheng,53,1000,8,26,0,1
2124,Liu Shaoxi,54,1000,14,26,0,1
2124,Lu Weiding,47,1000,13,26,0,1
2124,Duncan MacMillan,80,1000,10,20,0,1
2124,George Marcus,76,1000,14,20,0,1
2124,Bernardo Matte,62,1000,12,4,0,1
2124,Eliodoro Matte,72,1000,12,4,0,1
2124,Mi Enhua,59,1000,17,26,0,1
2124,Lowell Milken,69,1000,10,20,0,1
2124,Nirmal Minda,60,1000,7,44,0,1
2124,Martin Naughton,78,1000,12,2,0,1
2124,Vadim Novinsky,54,1000,0,34,0,1
2124,Sergei Petrov,63,1000,7,35,0,1
2124,Carolyn Rafaelian,51,1000,17,20,1,0
2124,Lawrence Rossy,75,1000,17,49,0,1
2124,Alice Schwartz,91,1000,12,20,1,0
2124,Martin Selig,80,1000,14,20,0,1
2124,Sathien Setthasit,63,1000,16,54,0,1
2124,Evan Sharp,35,1000,8,20,0,1
2124,Ravindra Kishore Sinha,66,1000,11,44,0,1
2124,Axel Stawski,67,1000,14,20,0,1
2124,Beny Steinmetz,61,1000,0,30,0,1
2124,Dirk Stroeer,49,1000,5,62,0,1
2124,Sun Shangchuan,54,1000,8,26,0,1
2124,Sam Tarascio,73,1000,14,65,0,1
2124,Robert Toll,77,1000,14,20,0,1
2124,Surin Upatkoon,68,1000,13,54,0,1
2124,Alexander Vik,63,1000,10,67,0,1
2124,Peter-Alexander Wacker,66,1000,12,62,0,1
2124,Wang Jianyi,55,1000,8,26,0,1
2124,V. Prem Watsa,67,1000,10,49,0,1
2124,Sandy Weill,84,1000,10,20,0,1
2124,Wen Pengcheng,55,1000,16,26,0,1
2124,Wu Chung-yi,59,1000,12,24,0,1
2124,Yang Jianxin,48,1000,8,26,0,1
2124,Yao Xinyi,53,1000,13,26,0,1
2124,Zhao Xiaoqiang,50,1000,17,26,0,1
2124,Zhou Liangzhang,55,1000,12,26,0,1
2124,Zhu Xingming,51,1000,12,26,0,1
2124,Zhuo Jun,52,1000,12,1,1,0
2124,Olgun Zorlu,54,1000,13,13,0,1
