Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
365.0,Mike Adenuga,64.0,"telecom, oil",Diversified,Male,Africa,Nigeria,,,5.3,
365.0,Jim Davis,74.0,New Balance,Manufacturing,Male,North America,United States,MA,Massachusetts,5.3,"Chairman, New Balance"
365.0,David Filo,51.0,Yahoo,Technology,Male,North America,United States,CA,California,5.3,"Chief Yahoo, Yahoo"
365.0,Pansy Ho,55.0,casinos,Gambling & Casinos,Female,Asia,Hong Kong,,,5.3,
365.0,Henry Kravis,74.0,private equity,Finance and Investments,Male,North America,United States,NY,New York,5.3,"Co-Chair and Co-CEO, KKR &#38; Co."
365.0,Emanuele (Lino) Saputo,81.0,cheese,Food and Beverage,Male,North America,Canada,,,5.3,"Chairman, Saputo"
365.0,Xu Chuanhua,83.0,"chemicals, logistics",Manufacturing,Male,Asia,China,,,5.3,"Founder, Transfar Group"
372.0,Alexander Abramov,59.0,"steel, mining",Metals & Mining,Male,Asia,Russia,,,5.2,
372.0,Israel Englander,69.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,5.2,"Founder, Millennium Management, L.L.C."
372.0,Frits Goldschmeding,84.0,temp agency,Service,Male,Europe,Netherlands,,,5.2,
372.0,Marian Ilitch,85.0,"pizza, sports team",Food and Beverage,Female,North America,United States,MI,Michigan,5.2,
372.0,Bruce Kovner,73.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,5.2,"Founder, Caxton Associates LP"
372.0,George Lucas,73.0,Star Wars,Media & Entertainment,Male,North America,United States,CA,California,5.2,
372.0,Kalanithi Maran,52.0,media,Media & Entertainment,Male,Asia,India,,,5.2,
372.0,Elisabeth Mohn,77.0,publishing,Media & Entertainment,Female,Europe,Germany,,,5.2,
372.0,"Robert Rich, Jr.",77.0,frozen foods,Food and Beverage,Male,North America,United States,FL,Florida,5.2,
372.0,Wang Chuanfu,52.0,"batteries, automobiles",Automotive,Male,Asia,China,,,5.2,
382.0,Maria Fernanda Amorim,83.0,"energy, investments",Diversified,Female,Europe,Portugal,,,5.1,
382.0,Pyotr Aven,62.0,"oil, banking, telecom",Energy,Male,Asia,Russia,,,5.1,
382.0,Bernard Marcus,88.0,Home Depot,Fashion & Retail,Male,North America,United States,GA,Georgia,5.1,"Co-founder, ex chairman of the board, Home Depot"
382.0,Pedro Moreira Salles,58.0,"banking, minerals",Diversified,Male,South America,Brazil,,,5.1,
382.0,Frederick Smith,73.0,FedEx,Logistics,Male,North America,United States,TN,Tennessee,5.1,"Chairman and CEO, FedEx"
382.0,Ronda Stryker,63.0,medical equipment,Healthcare,Female,North America,United States,MI,Michigan,5.1,
388.0,Richard Branson,67.0,Virgin,Diversified,Male,Europe,United Kingdom,,,5.0,
388.0,Subhash Chandra,67.0,media,Media & Entertainment,Male,Asia,India,,,5.0,
388.0,Denise Coates,50.0,online gambling,Gambling & Casinos,Female,Europe,United Kingdom,,,5.0,"Founder and Joint CEO, Bet365"
388.0,Martha Ingram,82.0,"book distribution, transportation",Media & Entertainment,Female,North America,United States,TN,Tennessee,5.0,"Former Chairman, Ingram Industries"
388.0,Law Kar Po,69.0,real estate,Real Estate,Male,Asia,Hong Kong,,,5.0,
388.0,Joe Lewis,81.0,investments,Finance and Investments,Male,Europe,United Kingdom,,,5.0,
388.0,Gabriella Meister,69.0,appliances,Manufacturing,Female,Europe,Germany,,,5.0,
388.0,Fernando Roberto Moreira Salles,71.0,"banking, minerals",Diversified,Male,South America,Brazil,,,5.0,
388.0,Joao Moreira Salles,56.0,"banking, minerals",Diversified,Male,South America,Brazil,,,5.0,
388.0,Walther Moreira Salles Junior,61.0,"banking, minerals",Finance and Investments,Male,South America,Brazil,,,5.0,
388.0,Pankaj Patel,64.0,pharmaceuticals,Healthcare,Male,Asia,India,,,5.0,
388.0,Karen Pritzker,60.0,"hotels, investments",Service,Female,North America,United States,CT,Connecticut,5.0,
388.0,Thomas Schmidheiny,72.0,cement,Construction & Engineering,Male,Europe,Switzerland,,,5.0,
388.0,Vichai Srivaddhanaprabha,60.0,duty-free,Fashion & Retail,Male,Asia,Thailand,,,5.0,
388.0,Keiichiro Takahara,86.0,diapers,Manufacturing,Male,Asia,Japan,,,5.0,
388.0,M.A. Yusuff Ali,62.0,retail,Fashion & Retail,Male,Asia,India,,,5.0,
404.0,Robert Bass,69.0,"oil, investments",Energy,Male,North America,United States,TX,Texas,4.9,
404.0,Marc Benioff,53.0,business software,Technology,Male,North America,United States,CA,California,4.9,"Chairman and CEO, Salesforce.com"
404.0,Martin & Olivier Bouygues,,"construction, media",Construction & Engineering,Male,Europe,France,,,4.9,
404.0,Chung Mong-Koo,79.0,motor vehicles,Automotive,Male,Asia,South Korea,,,4.9,"Chairman, Hyundai Motor"
404.0,Charles Dolan,91.0,cable television,Media & Entertainment,Male,North America,United States,NY,New York,4.9,"Chairman and Founder, Cablevision Systems Corp."
404.0,Ray Lee Hunt,74.0,"oil, real estate",Energy,Male,North America,United States,TX,Texas,4.9,
404.0,Liu Yonghao,66.0,agribusiness,Service,Male,Asia,China,,,4.9,
404.0,John Overdeck,48.0,hedge funds,Finance and Investments,Male,North America,United States,NJ,New Jersey,4.9,"Co-Founder & Co-Chairman, Two Sigma Investments"
404.0,Ajay Piramal,62.0,pharmaceuticals,Healthcare,Male,Asia,India,,,4.9,
404.0,"Enrique Razon, Jr.",58.0,ports,Logistics,Male,Asia,Philippines,,,4.9,
404.0,Sumner Redstone,94.0,media,Media & Entertainment,Male,North America,United States,CA,California,4.9,"Chairman, Viacom"
404.0,Paolo & Gianfelice Mario Rocca,,pipe manufacturing,Metals & Mining,Male,Europe,Italy,,,4.9,
404.0,Reinhold Schmieding,63.0,medical devices,Healthcare,Male,North America,United States,FL,Florida,4.9,
404.0,David Siegel,56.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,4.9,"Co-Founder & Co-Chairman, Two Sigma Investments"
404.0,Andrei Skoch,52.0,steel,Metals & Mining,Male,Asia,Russia,,,4.9,
404.0,Yu Yong,57.0,mining,Finance and Investments,Male,Asia,China,,,4.9,
404.0,Sam Zell,76.0,"real estate, private equity",Real Estate,Male,North America,United States,IL,Illinois,4.9,
404.0,Zhou Jianping,57.0,fashion retail,Fashion & Retail,Male,Asia,China,,,4.9,
422.0,Bajaj brothers,,diversified,Diversified,Male,Asia,India,,,4.8,
422.0,Garrett Camp,39.0,Uber,Technology,Male,North America,Canada,CA,California,4.8,"Cofounder and Chairman, Uber Technologies Inc."
422.0,Bubba Cathy,63.0,Chick-fil-A,Food and Beverage,Male,North America,United States,GA,Georgia,4.8,
422.0,Dan Cathy,65.0,Chick-fil-A,Food and Beverage,Male,North America,United States,GA,Georgia,4.8,
422.0,Fu Liquan,50.0,surveillance equipment,Technology,Male,Asia,China,,,4.8,
422.0,Philip & Cristina Green,65.0,fashion retail,Fashion & Retail,,Europe,United Kingdom,,,4.8,
422.0,Mikhail Gutseriev,60.0,"oil, real estate",Energy,Male,Asia,Russia,,,4.8,
422.0,"Rupert Johnson, Jr.",77.0,money management,Finance and Investments,Male,North America,United States,CA,California,4.8,"Vice Chairman and Director, Franklin Resources"
422.0,Travis Kalanick,41.0,Uber,Technology,Male,North America,United States,CA,California,4.8,"Cofounder and CEO, Uber Technologies Inc."
422.0,Andrei Kozitsyn,57.0,metals,Metals & Mining,Male,Asia,Russia,,,4.8,
422.0,Horst Paulmann,83.0,retail,Fashion & Retail,Male,South America,Chile,,,4.8,
422.0,Julio Ponce Lerou,72.0,fertilizer,Metals & Mining,Male,South America,Chile,,,4.8,
422.0,Trevor Rees-Jones,66.0,oil & gas,Energy,Male,North America,United States,TX,Texas,4.8,
422.0,Mark Scheinberg,44.0,online gambling,Gambling & Casinos,Male,North America,Canada,,,4.8,
422.0,Jeffrey Skoll,53.0,eBay,Technology,Male,North America,United States,CA,California,4.8,
422.0,Murat Ulker,58.0,food,Food and Beverage,Male,Europe,Turkey,,,4.8,
422.0,Daniel Ziff,46.0,investments,Finance and Investments,Male,North America,United States,NY,New York,4.8,
422.0,Dirk Ziff,53.0,investments,Finance and Investments,Male,North America,United States,FL,Florida,4.8,
422.0,Robert Ziff,51.0,investments,Finance and Investments,Male,North America,United States,NY,New York,4.8,
441.0,Juergen Blickle,71.0,auto parts,Manufacturing,Male,Europe,Germany,,,4.7,
441.0,Bernard Broermann,74.0,hospitals,Healthcare,Male,Europe,Germany,,,4.7,
441.0,Clive Calder,71.0,record label,Media & Entertainment,Male,Europe,United Kingdom,,,4.7,
441.0,Stanley Druckenmiller,64.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,4.7,"Founder, Duquesne Family Office"
441.0,Ted Lerner,92.0,real estate,Real Estate,Male,North America,United States,MD,Maryland,4.7,
441.0,Li Shuirong,61.0,petrochemicals,Manufacturing,Male,Asia,China,,,4.7,
441.0,Lim Kok Thay,66.0,casinos,Gambling & Casinos,Male,Asia,Malaysia,,,4.7,
441.0,Niels Peter Louis-Hansen,70.0,medical devices,Healthcare,Male,Europe,Denmark,,,4.7,
441.0,Fredrik Lundberg,66.0,"real estate, investments",Real Estate,Male,Europe,Sweden,,,4.7,
