Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
1103.0,Torstein Hagen,75.0,cruises,Service,Male,Europe,Norway,,,2.2,
1103.0,He Qiaonv,52.0,landscape architecture,Service,Female,Asia,China,,,2.2,
1103.0,Hans-Werner Hector,78.0,SAP,Technology,Male,Europe,Germany,,,2.2,
1103.0,Stanley Hubbard,84.0,DirecTV,Media & Entertainment,Male,North America,United States,MN,Minnesota,2.2,"Chairman and CEO, Hubbard Broadcasting, Inc."
1103.0,Ke Xiping,57.0,investments,Diversified,Male,Asia,China,,,2.2,
1103.0,Suna Kirac,76.0,diversified,Diversified,Female,Europe,Turkey,,,2.2,
1103.0,Kong Jian Min,50.0,real estate,Real Estate,Male,Asia,China,,,2.2,
1103.0,Koo Bon-Moo,73.0,Diversified,Diversified,Male,Asia,South Korea,,,2.2,LG Corp
1103.0,Heikki Kyostila,72.0,dental products,Healthcare,Male,Europe,Finland,,,2.2,
1103.0,Thomas Lee,73.0,private equity,Finance and Investments,Male,North America,United States,NY,New York,2.2,
1103.0,Eric Lefkofsky,48.0,Groupon,Technology,Male,North America,United States,IL,Illinois,2.2,"Chairman, Groupon"
1103.0,Peter Lim,64.0,investments,Finance and Investments,Male,Asia,Singapore,,,2.2,
1103.0,Scott Lin,,optical components,Technology,Male,Asia,Taiwan,,,2.2,
1103.0,Tomas Olivo Lopez,44.0,shopping centers,Real Estate,Male,Europe,Spain,,,2.2,
1103.0,Phillip T. (Terry) Ragon,68.0,health IT,Technology,Male,North America,United States,MA,Massachusetts,2.2,
1103.0,Stewart Rahr,72.0,drug distribution,Healthcare,Male,North America,United States,NY,New York,2.2,
1103.0,T. Denny Sanford,82.0,"banking, credit cards",Finance and Investments,Male,North America,United States,SD,South Dakota,2.2,
1103.0,"Julio Mario Santo Domingo, III.",32.0,beer,Food and Beverage,Male,North America,United States,NY,New York,2.2,
1103.0,"Karl Scheufele, III.",79.0,jewelry,Fashion & Retail,Male,Europe,Switzerland,,,2.2,
1103.0,Shen Guojun,55.0,retail,Fashion & Retail,Male,Asia,China,,,2.2,
1103.0,Alain Taravella,70.0,real estate,Real Estate,Male,Europe,France,,,2.2,
1103.0,Oleg Tinkov,50.0,banking,Finance and Investments,Male,Asia,Russia,,,2.2,
1103.0,T.Y. Tsai,,finance,Finance and Investments,Male,Asia,Taiwan,,,2.2,
1103.0,Tung Chee Hwa,80.0,shipping,Logistics,Male,Asia,Hong Kong,,,2.2,
1103.0,Ted Turner,79.0,cable television,Media & Entertainment,Male,North America,United States,GA,Georgia,2.2,
1103.0,Sunil Vaswani,54.0,diversified,Diversified,Male,Europe,United Kingdom,,,2.2,
1103.0,Jitendra Virwani,52.0,real estate,Real Estate,Male,Asia,India,,,2.2,
1103.0,Lang Walker,72.0,real estate,Real Estate,Male,Oceania,Australia,,,2.2,
1103.0,Wu Zhigang,83.0,bakery chain,Food and Beverage,Male,Asia,China,,,2.2,
1103.0,Xiao Wenge,51.0,entertainment,Media & Entertainment,Male,Asia,China,,,2.2,
1103.0,Xiong Xuqiang,61.0,real estate,Real Estate,Male,Asia,Hong Kong,,,2.2,
1103.0,Takao Yasuda,68.0,retail,Fashion & Retail,Male,Asia,Japan,,,2.2,
1103.0,William Young,77.0,plastics,Manufacturing,Male,North America,United States,MI,Michigan,2.2,
1103.0,Eddie & Sol Zakay,,Real Estate,Real Estate,Male,Europe,United Kingdom,,,2.2,
1103.0,Zhang Xiugen,57.0,automobiles,Automotive,Male,Asia,China,,,2.2,
1157.0,Leslie Alexander,74.0,sports team,Sports,Male,North America,United States,TX,Texas,2.1,
1157.0,Patricia Angelini Rossi,63.0,"forestry, mining",Diversified,Female,South America,Chile,,,2.1,
1157.0,Josef Boquoi,84.0,frozen foods,Food and Beverage,Male,Europe,Germany,,,2.1,
1157.0,Nikolai Buinov,50.0,"oil, gas",Energy,Male,Asia,Russia,,,2.1,
1157.0,Richard Chandler,59.0,investments,Finance and Investments,Male,Oceania,New Zealand,,,2.1,
1157.0,Cheng Xue,48.0,soy sauce,Food and Beverage,Female,Asia,China,,,2.1,
1157.0,Patokh Chodiev,65.0,"mining, metals",Metals & Mining,Male,Europe,Belgium,,,2.1,
1157.0,Choo Chong Ngen,64.0,hotels,Real Estate,Male,Asia,Singapore,,,2.1,
1157.0,Todd Christopher,55.0,hair care products,Fashion & Retail,Male,North America,United States,FL,Florida,2.1,
1157.0,John de Mol,62.0,television,Media & Entertainment,Male,Europe,Netherlands,,,2.1,
1157.0,Bob Gaglardi,77.0,hotels,Real Estate,Male,North America,Canada,,,2.1,
1157.0,Gordon Getty,84.0,Getty Oil,Energy,Male,North America,United States,CA,California,2.1,"President and Chairman, Ann & Gordon Getty Foundation"
1157.0,Philippe Ginestet,64.0,retail stores,Fashion & Retail,Male,Europe,France,,,2.1,
1157.0,Sanjiv Goenka,57.0,diversified,Diversified,Male,Asia,India,,,2.1,
1157.0,Alec Gores,64.0,private equity,Finance and Investments,Male,North America,United States,CA,California,2.1,
1157.0,David Hains,87.0,Investment,Finance and Investments,Male,Oceania,Australia,,,2.1,
1157.0,Bahaa Hariri,51.0,"real estate, investments, logistics",Real Estate,Male,Asia,Lebanon,,,2.1,
1157.0,William Heinecke,69.0,hotels,Real Estate,Male,Asia,Thailand,,,2.1,
1157.0,Huang Hongyun,51.0,real estate,Real Estate,Male,Asia,China,,,2.1,
1157.0,Huang Zhenda,70.0,construction,Construction & Engineering,Male,Asia,China,,,2.1,
1157.0,Ravi Jaipuria,63.0,soft drinks,Food and Beverage,Male,Asia,India,,,2.1,
1157.0,Jiang Yehua,55.0,real estate,Real Estate,Male,Asia,China,,,2.1,
1157.0,Manuel Jove,76.0,real estate,Real Estate,Male,Europe,Spain,,,2.1,
1157.0,Willibert Krueger,77.0,food processing,Food and Beverage,Male,Europe,Germany,,,2.1,
1157.0,Kuok Khoon Hong,68.0,palm oil,Manufacturing,Male,Asia,Singapore,,,2.1,
1157.0,Christian Latouche,77.0,accounting services,Finance and Investments,Male,Europe,France,,,2.1,
1157.0,Guenther Lehmann,,drugstores,Fashion & Retail,Male,Europe,Germany,,,2.1,
1157.0,Li Hongxin,65.0,paper & related products,Manufacturing,Male,Asia,China,,,2.1,
1157.0,Li Xiting,67.0,medical devices,Healthcare,Male,Asia,China,,,2.1,
1157.0,Liang Yunchao,49.0,nutrition supplements,Food and Beverage,Male,Asia,China,,,2.1,
1157.0,Brandt Louie,74.0,drugstores,Food and Beverage,Male,North America,Canada,,,2.1,
1157.0,Catherine Lozick,73.0,valve manufacturing,Manufacturing,Female,North America,United States,FL,Florida,2.1,
1157.0,Igor Makarov,55.0,investments,Energy,Male,Asia,Russia,,,2.1,
1157.0,Mao Lixiang,77.0,cooking appliances,Technology,Male,Asia,China,,,2.1,
1157.0,Harsh Mariwala,66.0,consumer goods,Food and Beverage,Male,Asia,India,,,2.1,
1157.0,Martin Moller Nielsen,53.0,aircraft leasing,Logistics,Male,Europe,Denmark,,,2.1,
1157.0,David Murdock,94.0,"Dole, real estate",Food and Beverage,Male,North America,United States,CA,California,2.1,
1157.0,N.R. Narayana Murthy,71.0,software services,Technology,Male,Asia,India,,,2.1,
1157.0,Georg Nemetschek,84.0,software,Technology,Male,Europe,Germany,,,2.1,
1157.0,Vikas Oberoi,47.0,real estate,Real Estate,Male,Asia,India,,,2.1,
1157.0,Maja Oeri,63.0,Roche Holding,Healthcare,Female,Europe,Switzerland,,,2.1,
1157.0,Ong Beng Seng and Christina Ong,73.0,diversified,Diversified,,Asia,Singapore,,,2.1,
1157.0,"H. Ross Perot, Jr.",59.0,real estate,Real Estate,Male,North America,United States,TX,Texas,2.1,
1157.0,Tor Peterson,53.0,commodities,Metals & Mining,Male,North America,United States,,,2.1,
1157.0,Heloise Pratt,55.0,"manufacturing, investment",Manufacturing,Female,Oceania,Australia,,,2.1,
1157.0,Alexey Repik,38.0,pharmaceuticals,Healthcare,Male,Asia,Russia,,,2.1,
1157.0,Shin Chang-Jae,64.0,insurance,Finance and Investments,Male,Asia,South Korea,,,2.1,Kyobo Life Insurance
1157.0,Kavitark Ram Shriram,61.0,"venture capital, Google",Technology,Male,North America,United States,CA,California,2.1,"Managing Partner, Sherpalo Ventures"
1157.0,Sylvia Stroeher,62.0,cosmetics,Fashion & Retail,Female,Europe,Germany,,,2.1,
1157.0,Katsumi Tada,72.0,real estate,Real Estate,Male,Asia,Japan,,,2.1,
1157.0,Tang Shing-bor,84.0,real estate,Real Estate,Male,Asia,Hong Kong,,,2.1,
1157.0,Georg von Opel,51.0,"real estate, investments",Finance and Investments,Male,Europe,Switzerland,,,2.1,
1157.0,David Walentas,79.0,real estate,Real Estate,Male,North America,United States,NY,New York,2.1,
1157.0,Ronald Wanek,76.0,furniture,Manufacturing,Male,North America,United States,FL,Florida,2.1,
1157.0,Wang Changtian,52.0,"TV, movie production",Media & Entertainment,Male,Asia,China,,,2.1,
1157.0,Wang Wenjing,53.0,business software,Technology,Male,Asia,China,,,2.1,
1157.0,Ye Cheng,56.0,conglomerate,Diversified,Male,Asia,China,,,2.1,
1157.0,Zhu Gongshan,60.0,solar panel materials,Manufacturing,Male,Asia,China,,,2.1,
1215.0,Antti Aarnio-Wihuri,78.0,diversified,Diversified,Male,Europe,Finland,,,2.0,
1215.0,S. Daniel Abraham,93.0,Slim-Fast,Food and Beverage,Male,North America,United States,FL,Florida,2.0,"Chairman, S. Daniel Abraham Center for Middle East Peace"
1215.0,Joao Alves de Queiroz Filho,65.0,pharmaceuticals,Diversified,Male,South America,Brazil,,,2.0,
1215.0,Mika Anttonen,51.0,oil & gas,Energy,Male,Europe,Finland,,,2.0,
1215.0,Thor Bjorgolfsson,50.0,investments,Diversified,Male,,Iceland,,,2.0,
1215.0,Andrei Bokarev,51.0,"metals, mining",Manufacturing,Male,Asia,Russia,,,2.0,
1215.0,Bernhard Braun-Luedicke,41.0,medical technology,Healthcare,Male,Europe,Germany,,,2.0,
1215.0,Eva Maria Braun-Luedicke,31.0,medical technology,Healthcare,Female,Europe,Germany,,,2.0,
1215.0,Friederike Braun-Luedicke,34.0,medical technology,Healthcare,Female,Europe,Germany,,,2.0,
1215.0,Ron Burkle,65.0,"supermarkets, investments",Finance and Investments,Male,North America,United States,,,2.0,"Founder, The Yucaipa Companies, LLC"
1215.0,Vivek Chand Burman,80.0,consumer goods,Food and Beverage,Male,Asia,India,,,2.0,
1215.0,Chen Yung-Tai,82.0,real estate,Real Estate,Male,Asia,Taiwan,,,2.0,
1215.0,James Clark,73.0,"Netscape, investments",Technology,Male,North America,United States,FL,Florida,2.0,"Cofounder, Netscape Communications Corporation"
1215.0,Christopher Cline,59.0,coal,Energy,Male,North America,United States,FL,Florida,2.0,
1215.0,Alexandra Daitch,55.0,Cargill,Food and Beverage,Female,North America,United States,CT,Connecticut,2.0,
1215.0,Dong Wei,47.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.0,
1215.0,Fritz Draexlmaier,,auto parts,Automotive,Male,Europe,Germany,,,2.0,
1215.0,Glenn Dubin,60.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,2.0,"Co-Founder, Highbridge Capital Management"
1215.0,Robert Duggan,73.0,pharmaceuticals,Healthcare,Male,North America,United States,FL,Florida,2.0,
1215.0,Jayme Garfinkel,72.0,insurance,Finance and Investments,Male,South America,Brazil,,,2.0,
1215.0,Sam Goi,69.0,frozen foods,Food and Beverage,Male,Asia,Singapore,,,2.0,
1215.0,Thomas Hagen,82.0,insurance,Finance and Investments,Male,North America,United States,PA,Pennsylvania,2.0,
1215.0,Carlos Hank Rhon,70.0,banking,Diversified,Male,North America,Mexico,,,2.0,
1215.0,Christoph Henkel,60.0,consumer goods,Fashion & Retail,Male,Europe,Germany,,,2.0,
1215.0,Hu Kaijun,56.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.0,
1215.0,Huang Yi,56.0,auto distribution,Automotive,Male,Asia,Hong Kong,,,2.0,
1215.0,Ramesh Juneja,62.0,pharmaceuticals,Healthcare,Male,Asia,India,,,2.0,
1215.0,Bruce Karsh,62.0,private equity,Finance and Investments,Male,North America,United States,CA,California,2.0,"President, Oaktree Capital Group LLC"
1215.0,Henry Laufer,72.0,hedge funds,Finance and Investments,Male,North America,United States,FL,Florida,2.0,
1215.0,Lee Boo-Jin,47.0,"computer services, tourism",Service,Female,Asia,South Korea,,,2.0,Samsung C&T
1215.0,Lee Jay-Hyun,57.0,"food products, entertainment",Diversified,Male,Asia,South Korea,,,2.0,CJ Corp
1215.0,Wolfgang Leitner,64.0,engineering,Construction & Engineering,Male,Europe,Austria,,,2.0,
1215.0,Li Ge,51.0,biotech,Healthcare,Male,Asia,China,,,2.0,
1215.0,Harald Link,63.0,diversified,Diversified,Male,Asia,Thailand,,,2.0,
1215.0,Liu Ming Hui,55.0,natural gas distribution,Energy,Male,Asia,China,,,2.0,
1215.0,Jeffrey Lurie,66.0,Philadelphia Eagles,Sports,Male,North America,United States,PA,Pennsylvania,2.0,
1215.0,Ma Xingtian,48.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.0,
1215.0,Sarah MacMillan,64.0,Cargill,Food and Beverage,Female,North America,United States,CA,California,2.0,
1215.0,Howard Marks,71.0,private equity,Finance and Investments,Male,North America,United States,NY,New York,2.0,"Chairman, Oaktree Capital Group LLC"
1215.0,Miao Shouliang,63.0,real estate,Real Estate,Male,Asia,China,,,2.0,
1215.0,Lachhman Das Mittal,87.0,tractors,Automotive,Male,Asia,India,,,2.0,
1215.0,Mario Moretti Polegato,65.0,shoes,Fashion & Retail,Male,Europe,Italy,,,2.0,
1215.0,Vadim Moshkovich,50.0,"agriculture, land",Food and Beverage,Male,Asia,Russia,,,2.0,
1215.0,Mofatraj Munot,73.0,real estate,Real Estate,Male,Asia,India,,,2.0,
1215.0,Jonathan Nelson,61.0,private equity,Finance and Investments,Male,North America,United States,RI,Rhode Island,2.0,"Chief executive officer, Providence Equity Partners"
1215.0,Florentino Perez,71.0,construction,Construction & Engineering,Male,Europe,Spain,,,2.0,
1215.0,Chuchat & Daonapa Petaumpai,64.0,motorcycle loans,Finance and Investments,,Asia,Thailand,,,2.0,
1215.0,Peter Peterson,91.0,investments,Finance and Investments,Male,North America,United States,NY,New York,2.0,
1215.0,Arvind Poddar,60.0,tires,Automotive,Male,Asia,India,,,2.0,
1215.0,Murdaya Poo,77.0,diversified,Diversified,Male,Asia,Indonesia,,,2.0,
1215.0,Ren Zhengfei,74.0,telecom equipment,Telecom,Male,Asia,China,,,2.0,
1215.0,Antony Ressler,56.0,finance,Finance and Investments,Male,North America,United States,CA,California,2.0,
1215.0,Francisco Jose Riberas Mera,53.0,"steel, autoparts",Manufacturing,Male,Europe,Spain,,,2.0,
1215.0,Rodney Sacks,68.0,energy drinks,Food and Beverage,Male,North America,United States,CA,California,2.0,
1215.0,Hilton Schlosberg,65.0,energy drinks,Food and Beverage,Male,Europe,United Kingdom,CA,California,2.0,
1215.0,Brian Sheth,42.0,investments,Finance and Investments,Male,North America,United States,TX,Texas,2.0,
1215.0,Lucy Stitzer,58.0,Cargill,Food and Beverage,Female,North America,United States,CT,Connecticut,2.0,
1215.0,Su Suyu,69.0,"utilities, real estate",Real Estate,Female,Asia,China,,,2.0,
1215.0,Satoshi Suzuki,63.0,cosmetics,Fashion & Retail,Male,Asia,Japan,,,2.0,
1215.0,Katherine Tanner,62.0,Cargill,Food and Beverage,Female,North America,United States,FL,Florida,2.0,
1215.0,Arvind Tiku,48.0,"oil & gas, investments",Energy,Male,Asia,India,,,2.0,
1215.0,Wang Liping,52.0,hydraulic machinery,Manufacturing,Male,Asia,China,,,2.0,
1215.0,Wang Xicheng,69.0,tires,Manufacturing,Male,Asia,China,,,2.0,
1215.0,Wei Shaojun,55.0,real estate,Real Estate,Male,Asia,China,,,2.0,
1215.0,Amy Wyss,47.0,medical equipment,Healthcare,Female,North America,United States,WY,Wyoming,2.0,
1215.0,Jon Yarbrough,60.0,video games,Gambling & Casinos,Male,North America,United States,TN,Tennessee,2.0,
1215.0,Vladimir Yevtushenkov,69.0,"telecom, investments",Telecom,Male,Asia,Russia,,,2.0,
1215.0,Charles Zegar,70.0,Bloomberg LP,Media & Entertainment,Male,North America,United States,NY,New York,2.0,
1215.0,Zhu Baoguo,55.0,pharmaceuticals,Healthcare,Male,Asia,China,,,2.0,
1284.0,Saif Al Ghurair,94.0,diversified,Diversified,Male,Asia,United Arab Emirates,,,1.9,
1284.0,Syed Mokhtar AlBukhary,66.0,"engineering, energy, construction",Diversified,Male,Asia,Malaysia,,,1.9,
1284.0,Miriam Baumann-Blocher,43.0,chemicals,Manufacturing,Female,Europe,Switzerland,,,1.9,
1284.0,Albert Berner,82.0,fasteners,Manufacturing,Male,Europe,Germany,,,1.9,
1284.0,Thomas Bruch,67.0,retail,Fashion & Retail,Male,Europe,Germany,,,1.9,
1284.0,Chang Yun Chung,99.0,shipping,Logistics,Male,Asia,Singapore,,,1.9,
1284.0,Kiat Chiaravanont,,diversified,Diversified,Male,Asia,Thailand,,,1.9,
1284.0,Jean-Paul and Martine Clozel,,pharmaceuticals,Healthcare,,Europe,Switzerland,,,1.9,
1284.0,Benjamin de Rothschild,54.0,banking,Finance and Investments,Male,Europe,Switzerland,,,1.9,
1284.0,James Dinan,58.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.9,"Founder, York Capital Management"
1284.0,Charles Edelstenne,80.0,aviation,Manufacturing,Male,Europe,France,,,1.9,
1284.0,Bernd Freier,61.0,fashion retail,Fashion & Retail,Male,Europe,Germany,,,1.9,
1284.0,Bill Gross,73.0,investments,Finance and Investments,Male,North America,United States,CA,California,1.9,"Cofounder and Co-Chief Investment Officer, Pacific Investment Management Company LLC"
1284.0,Jeffrey Gundlach,59.0,investments,Finance and Investments,Male,North America,United States,CA,California,1.9,"CEO, DoubleLine Capital"
1284.0,Suat Gunsel,65.0,"real estate, education",Real Estate,Male,Europe,Cyprus,,,1.9,
1284.0,Shmuel Harlap,73.0,automotive,Automotive,Male,Asia,Israel,,,1.9,
1284.0,Roberto Hernandez Ramirez,75.0,banking,Finance and Investments,Male,North America,Mexico,,,1.9,
1284.0,Johannes Kaercher,67.0,"vacuums, cleaning products",Manufacturing,Male,Europe,Germany,,,1.9,
1284.0,Friedrich Knapp,66.0,fashion retail,Fashion & Retail,Male,Europe,Germany,,,1.9,
1284.0,Lee Myung-Hee,74.0,retail,Fashion & Retail,Female,Asia,South Korea,,,1.9,Shinsegae
1284.0,Lee Seo-Hyun,44.0,"computer services, tourism",Diversified,Female,Asia,South Korea,,,1.9,Samsung C&T
1284.0,Liang Jiankun,56.0,cobalt mining,Metals & Mining,Male,Asia,China,,,1.9,
1284.0,Liao Long-shing,65.0,petrochemicals,Manufacturing,Male,Asia,Taiwan,,,1.9,
1284.0,Lin Shu-Hong,89.0,petrochemicals,Manufacturing,Male,Asia,Taiwan,,,1.9,
1284.0,Yasseen Mansour,56.0,diversified,Diversified,Male,Africa,Egypt,,,1.9,
1284.0,David Nahmad,70.0,art collection,Fashion & Retail,Male,,Monaco,,,1.9,
1284.0,Alexander Nesis,55.0,"metals, banking, fertilizers",Finance and Investments,Male,Asia,Russia,,,1.9,
1284.0,Nandan Nilekani,62.0,software services,Technology,Male,Asia,India,,,1.9,
1284.0,Ranjan Pai,45.0,education,Service,Male,Asia,India,,,1.9,
1284.0,Park Hyeon-Joo,59.0,mutual funds,Finance and Investments,Male,Asia,South Korea,,,1.9,Mirae Asset
1284.0,Jennifer Pritzker,67.0,"hotels, investments",Service,Female,North America,United States,IL,Illinois,1.9,"CEO, Tawani Enterprises"
1284.0,Qiu Jianping,56.0,hand tools,Manufacturing,Male,Asia,China,,,1.9,
1284.0,Megdet Rahimkulov,72.0,investments,Finance and Investments,Male,Asia,Russia,,,1.9,
1284.0,Vito Rodriguez Rodriguez,79.0,processed milk,Diversified,Male,South America,Peru,,,1.9,
1284.0,Stephen Rubin,80.0,sports apparel,Fashion & Retail,Male,Europe,United Kingdom,,,1.9,
1284.0,Remo Ruffini,56.0,winter jackets,Fashion & Retail,Male,Europe,Italy,,,1.9,
1284.0,Erik Selin,50.0,real estate,Real Estate,Male,Europe,Sweden,,,1.9,
1284.0,Peter Sondakh,68.0,investments,Finance and Investments,Male,Asia,Indonesia,,,1.9,
1284.0,Alan N. Trefler,61.0,software,Technology,Male,North America,United States,MA,Massachusetts,1.9,
1284.0,Tseng Shin-yi,90.0,petrochemicals,Manufacturing,Male,Asia,Taiwan,,,1.9,
1284.0,Masateru Uno,71.0,drugstores,Fashion & Retail,Male,Asia,Japan,,,1.9,
1284.0,Wang Qingtao,56.0,steel smelting,Metals & Mining,Male,Asia,China,,,1.9,
1284.0,Evan Williams,45.0,Twitter,Technology,Male,North America,United States,CA,California,1.9,"Cofounder and Director, Twitter"
1284.0,Gustav Magnar Witzoe,24.0,fish farming,Food and Beverage,Male,Europe,Norway,,,1.9,
1284.0,Horst Wortmann,76.0,footwear,Fashion & Retail,Male,Europe,Germany,,,1.9,
1284.0,Xiao Yongming,53.0,fertilizer,Diversified,Male,Asia,China,,,1.9,
1284.0,Xie Zhikun,57.0,investments,Finance and Investments,Male,Asia,China,,,1.9,
1284.0,Xue Xiangdong,59.0,software,Technology,Male,Asia,China,,,1.9,
1284.0,Yuan Yafei,54.0,"retail, investments",Fashion & Retail,Male,Asia,China,,,1.9,
1284.0,Robin Zeng,50.0,batteries,Energy,Male,Asia,Hong Kong,,,1.9,
1284.0,Zhang Daocai,68.0,valves,Diversified,Male,Asia,China,,,1.9,
1284.0,Zhang Xuansong,46.0,supermarket,Fashion & Retail,Male,Asia,China,,,1.9,
1284.0,Zheng Yuewen,56.0,investments,Diversified,Male,Asia,China,,,1.9,
1284.0,Zhou Xiaoguang,56.0,real estate,Real Estate,Female,Asia,China,,,1.9,
1284.0,Susanne Zimmermann von Siefart ,61.0,"vacuums, home cleaning products",Manufacturing,Female,Europe,Germany,,,1.9,
1339.0,Aras Agalarov,62.0,real estate,Fashion & Retail,Male,Asia,Russia,,,1.8,
1339.0,Maurice Alter,92.0,real estate,Real Estate,Male,Oceania,Australia,,,1.8,
1339.0,An Kang,69.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.8,
1339.0,Alex Beard,50.0,"mining, commodities",Metals & Mining,Male,Europe,United Kingdom,,,1.8,
1339.0,Nicolas Berggruen,56.0,investments,Finance and Investments,Male,North America,United States,CA,California,1.8,
1339.0,Vladimir Bogdanov,66.0,oil,Energy,Male,Asia,Russia,,,1.8,
1339.0,Julio Bozano,82.0,banking,Finance and Investments,Male,South America,Brazil,,,1.8,
1339.0,Anna Maria Braun,39.0,medical technology,Healthcare,Female,Europe,Germany,,,1.8,
1339.0,Johanna Braun,38.0,medical technology,Healthcare,Female,Europe,Germany,,,1.8,
1339.0,Karl Friedrich Braun,35.0,medical technology,Healthcare,Male,Europe,Germany,,,1.8,
1339.0,Anand Burman,65.0,consumer goods,Food and Beverage,Male,Asia,India,,,1.8,
1339.0,Edouard Carmignac,70.0,asset management,Finance and Investments,Male,Europe,France,,,1.8,
1339.0,Chen Jianhua,47.0,chemicals,Manufacturing,Male,Asia,China,,,1.8,
1339.0,Cheung Yan,61.0,paper manufacturing,Manufacturing,Female,Asia,China,,,1.8,
1339.0,Chung Mong-Joon,66.0,"shipbuilding, industrial machines",Manufacturing,Male,Asia,South Korea,,,1.8,Hyundai Heavy Industries
1339.0,Jack Cowin,75.0,fast food,Food and Beverage,Male,Oceania,Australia,,,1.8,
1339.0,Cui Genliang,59.0,electric components,Manufacturing,Male,Asia,China,,,1.8,
1339.0,Kommer Damen,73.0,shipbuilding,Manufacturing,Male,Europe,Netherlands,,,1.8,
1339.0,Diego Della Valle,64.0,shoes,Fashion & Retail,Male,Europe,Italy,,,1.8,
1339.0,Dou Zhenggang,64.0,"energy, chemicals",Diversified,Male,Asia,China,,,1.8,
1339.0,N. Murray Edwards,58.0,oil & gas,Energy,Male,North America,Canada,,,1.8,
1339.0,Gabriel Escarrer,83.0,hotels,Service,Male,Europe,Spain,,,1.8,
1339.0,Clement Fayat,86.0,construction,Construction & Engineering,Male,Europe,France,,,1.8,
1339.0,James France,73.0,"Nascar, racing",Sports,Male,North America,United States,FL,Florida,1.8,
1339.0,Senapathy Gopalakrishnan,62.0,software services,Technology,Male,Asia,India,,,1.8,
1339.0,David Harding,56.0,finance,Finance and Investments,Male,Europe,United Kingdom,,,1.8,"Chairman & Head of Research, Winton Capital Management"
1339.0,Stewart Horejsi,80.0,Berkshire Hathaway,Finance and Investments,Male,North America,United States,AZ,Arizona,1.8,
1339.0,Huang Qisen,53.0,real estate,Real Estate,Male,Asia,China,,,1.8,
1339.0,Hamilton James,66.0,investments,Finance and Investments,Male,North America,United States,NY,New York,1.8,
1339.0,John Kapoor,74.0,healthcare,Healthcare,Male,North America,United States,AZ,Arizona,1.8,
1339.0,William Lauder,57.0,Estee Lauder,Fashion & Retail,Male,North America,United States,NY,New York,1.8,
1339.0,Li Zongsong,50.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.8,
1339.0,Willy Michel,71.0,medical devices,Healthcare,Male,Europe,Switzerland,,,1.8,
1339.0,Masahiro Noda,79.0,software,Technology,Male,Asia,Japan,,,1.8,
1339.0,Gregorio Perez Companc,82.0,oil & gas,Energy,Male,South America,Argentina,,,1.8,
1339.0,Linda Pritzker,64.0,"hotels, investments",Service,Female,North America,United States,MT,Montana,1.8,
1339.0,Qin Hui,50.0,movie theaters,Media & Entertainment,Male,Asia,China,,,1.8,
1339.0,Matthias Reinhart,58.0,finance,Finance and Investments,Male,Europe,Switzerland,,,1.8,
1339.0,Brian Roberts,58.0,Comcast,Service,Male,North America,United States,PA,Pennsylvania,1.8,
1339.0,Alberto Roemmers,91.0,pharmaceuticals,Healthcare,Male,South America,Argentina,,,1.8,
1339.0,Gerald Schwartz,76.0,finance,Finance and Investments,Male,North America,Canada,,,1.8,
1339.0,Thaksin Shinawatra,68.0,investments,Finance and Investments,Male,Asia,Thailand,,,1.8,
1339.0,William Stone,62.0,software,Technology,Male,North America,United States,FL,Florida,1.8,
1339.0,Petter Stordalen,55.0,hotels,Service,Male,Europe,Norway,,,1.8,
1339.0,Julia Stoschek,42.0,auto parts,Automotive,Female,Europe,Germany,,,1.8,
1339.0,Maximilian Stoschek,,auto parts,Automotive,Male,Europe,Germany,,,1.8,
1339.0,Sun Shoukuan,68.0,metals. coal,Manufacturing,Male,Asia,China,,,1.8,
1339.0,Ba Duong Tran,57.0,automotive,Automotive,Male,Asia,Vietnam,,,1.8,
1339.0,Hamdi Ulukaya,45.0,greek yogurt,Food and Beverage,Male,Europe,Turkey,NY,New York,1.8,"Founder and CEO, Chobani"
1339.0,Wong Luen Hei,56.0,building materials,Manufacturing,Male,Asia,China,,,1.8,
1339.0,Wu Yulan,48.0,pharmaceuticals,Healthcare,Female,Asia,China,,,1.8,
1339.0,Xu Hang,51.0,medical devices,Healthcare,Male,Asia,China,,,1.8,
1339.0,Yang Erzhu,67.0,real estate,Real Estate,Male,Asia,China,,,1.8,
1339.0,Yao Kuizhang,53.0,beverages,Food and Beverage,Male,Asia,China,,,1.8,
1339.0,Sheng Jian Zhong,60.0,real estate,Real Estate,Male,Asia,Singapore,,,1.8,
1394.0,Marcel Adams,97.0,real estate,Real Estate,Male,North America,Canada,,,1.7,"Founder, Iberville Development Limited"
1394.0,"Herbert Allen, Jr.",78.0,investment banking,Finance and Investments,Male,North America,United States,NY,New York,1.7,
1394.0,Michael Ashcroft,72.0,security,Finance and Investments,Male,Europe,United Kingdom,,,1.7,
1394.0,Roman Avdeev,50.0,"banking, development",Finance and Investments,Male,Asia,Russia,,,1.7,
