rank,personName,age,finalWorth,category,country,gender_F,gender_M
1645,Wu Yulan,52,1800,7,34,1,0
1645,Elaine Wynn,79,1800,11,49,1,0
1645,Xu Shijun & family,59,1800,3,34,0,1
1645,Xu Xudong & family,52,1800,6,34,0,1
1645,Yang Xuegang,57,1800,3,34,0,1
1645,Zhang Chuanwei & family,59,1800,3,34,0,1
1645,Xuexin Zhang & family,74,1800,14,34,0,1
1729,Noubar Afeyan,59,1700,7,49,0,1
1729,Farkhad Akhmedov,66,1700,13,59,0,1
1729,Marc Andreessen,50,1700,0,49,0,1
1729,John Bicket,42,1700,2,49,0,1
1729,Zadik Bino & family,78,1700,4,11,0,1
1729,Alex Birkenstock,53,1700,15,66,0,1
1729,Christian Birkenstock,49,1700,15,69,0,1
1729,Sanjit Biswas,40,1700,2,49,0,1
1729,David Booth,76,1700,0,49,0,1
1729,Josef Boquoi & family,88,1700,10,66,0,1
1729,Saket Burman,45,1700,10,18,0,1
1729,Mingtong Cai,70,1700,2,34,0,1
1729,Chen Yung-tai,86,1700,12,63,0,1
1729,Phongthep Chiaravanont,70,1700,4,13,0,1
1729,Ivan Chrenko,54,1700,12,44,0,1
1729,Sol Daurella,56,1700,10,53,1,0
1729,Dulce Pugliese de Godoy Bueno,74,1700,7,23,1,0
1729,Norbert Dentressangle,67,1700,5,71,0,1
1729,Oleg Deripaska,54,1700,14,59,0,1
1729,Dong Jinggui,52,1700,6,34,0,1
1729,Keith Dunleavy & family,52,1700,7,49,0,1
1729,Donald Foss,77,1700,6,49,0,1
1729,Rolf Gerling,67,1700,0,24,0,1
1729,G. Gnanalingam,77,1700,5,20,0,1
1729,He Zhaoxi,48,1700,2,34,0,1
1729,William Heinecke,72,1700,12,13,0,1
1729,Huh Jae-myung,50,1700,3,64,0,1
1729,Tianjiang Jia & family,59,1700,14,34,0,1
1729,Michael Jordan,59,1700,9,49,0,1
1729,Dmitry Kamenshchik,53,1700,8,59,0,1
1729,Kim Taek-jin,55,1700,1,64,0,1
1729,Koo Kwang-mo,44,1700,4,64,0,1
1729,Anthony Langley,67,1700,4,35,0,1
1729,Lee Joong-keun,81,1700,16,64,0,1
1729,James Leininger,77,1700,7,49,0,1
1729,Li Jianli,49,1700,3,34,0,1
1729,Weiwei Li,45,1700,2,34,0,1
1729,Li Zhigang,45,1700,3,34,0,1
1729,Jimmy John Liautaud,58,1700,10,49,0,1
1729,Louise Lindh,42,1700,4,37,1,0
1729,Anand Mahindra,66,1700,4,56,0,1
1729,Bruce Mathieson,78,1700,10,54,0,1
1729,Billy Joe (Red) McCombs,94,1700,4,49,0,1
1729,Deepak Mehta,65,1700,3,56,0,1
1729,Mario Moretti Polegato & family,69,1700,15,22,0,1
1729,Alberto Palatchi,72,1700,15,53,0,1
1729,Nelson Peltz,79,1700,0,49,0,1
1729,Jorge Perez,72,1700,12,49,0,1
1729,Alberto Prada,68,1700,15,22,0,1
1729,Marina Prada,76,1700,15,22,1,0
1729,M.Satyanarayana Reddy,64,1700,7,56,0,1
1729,Rihanna,34,1700,15,49,1,0
1729,Arkady Rotenberg,70,1700,16,59,0,1
1729,Dieter Schnabel,76,1700,3,66,0,1
1729,Shang Xiaobo & family,48,1700,3,34,0,1
1729,Shao Qinxiang,67,1700,3,34,0,1
1729,Basudeo Singh,81,1700,7,56,0,1
1729,Edward Stack,67,1700,15,49,0,1
1729,Weijie Sun,58,1700,3,34,0,1
1729,Vonnarat Tangkaravakoon,50,1700,3,13,0,1
1729,Byron Trott,63,1700,0,49,0,1
1729,Jan Van Geet,50,1700,12,28,0,1
1729,Radha Vembu,49,1700,2,56,1,0
1729,Patrizio Vinciarelli,75,1700,2,49,0,1
1729,Mingwang Wang,54,1700,3,34,0,1
1729,Wang Yanqing & family,75,1700,3,34,1,0
1729,Lars Wingefors,45,1700,1,37,0,1
1729,Stephen Winn,75,1700,12,49,0,1
1729,Ian Wood & family,79,1700,13,35,0,1
1729,Gordon Wu,86,1700,12,17,0,1
1729,Wu Xiangdong,53,1700,10,34,0,1
1729,Yao Kuizhang,57,1700,10,34,0,1
1729,Vladimir Yevtushenkov,73,1700,17,59,0,1
1729,Dasheng Yi,61,1700,4,34,0,1
1729,Yu Lili,54,1700,3,34,1,0
1729,Alan Zekelman,59,1700,3,49,0,1
1729,Kaitian Zeng,47,1700,2,34,0,1
1729,Zhang Jingzhang & family,86,1700,3,34,0,1
1729,Zhang Yubai,57,1700,10,34,0,1
1729,Zheng Hong & family,71,1700,2,34,0,1
1729,Zhong Peifeng,59,1700,17,34,0,1
1729,Zhou Zongwen & family,65,1700,15,34,0,1
1729,Zhu Yiming,49,1700,2,34,0,1
1729,Zhaojiang Zhu,48,1700,3,34,0,1
1729,Anita Zucker,70,1700,3,49,1,0
1818,"Herbert Allen, Jr. & family",82,1600,0,49,0,1
1818,Vasily Anisimov,70,1600,14,59,0,1
1818,Mori Arkin,69,1600,7,11,0,1
1818,Semahat Sevim Arsel,93,1600,4,38,1,0
1818,Clifford Asness,55,1600,0,49,0,1
1818,Louis Bacon,65,1600,0,49,0,1
1818,Hari Bhartia,65,1600,4,56,0,1
1818,Shyam Bhartia,69,1600,7,56,0,1
1818,Amit Burman,52,1600,10,56,0,1
1818,Chen Shibin,55,1600,3,34,0,1
1818,Chen Tianshi,37,1600,2,34,0,1
1818,Robert Clark,63,1600,16,49,0,1
1818,Ana Lucia de Mattos Barretto Villela,48,1600,0,23,1,0
1818,Diao Zhizhong,58,1600,2,34,0,1
1818,Jamie Dimon,66,1600,0,49,0,1
1818,Gary Fegel,48,1600,14,24,0,1
1818,Gao Yunfeng,55,1600,3,34,0,1
1818,Philippe Ginestet & family,68,1600,15,71,0,1
1818,Sam Goi,75,1600,10,52,0,1
1818,Lance Gokongwei,54,1600,4,47,0,1
1818,Sergei Gordeev,49,1600,12,59,0,1
1818,Bill Gross,77,1600,0,49,0,1
1818,Sue Gross,72,1600,0,49,1,0
1818,Patrick Hanrahan,66,1600,2,49,0,1
1818,Lutz Mario Helmig,75,1600,7,66,0,1
1818,Ilkka Herlin,63,1600,3,61,0,1
1818,Asok Kumar Hiranandani,67,1600,12,52,0,1
1818,Hu Kunhui,31,1600,7,34,0,1
1818,Archie Hwang,69,1600,2,63,0,1
1818,Jared Isaacman,39,1600,2,49,0,1
1818,Anurang Jain,60,1600,3,56,0,1
1818,Jin Lei & family,67,1600,7,34,0,1
1818,Sunjay Kapur,50,1600,6,56,0,1
1818,Richard Kayne,76,1600,0,49,0,1
1818,Randal J. Kirk,68,1600,7,49,0,1
1818,Jim Koch,72,1600,10,49,0,1
1818,William Koch,81,1600,13,49,0,1
1818,Kagemasa Kozuki,81,1600,2,9,0,1
1818,Arvind Lal,72,1600,7,56,0,1
1818,Robert Langer,73,1600,7,49,0,1
1818,Theodore Leonsis,66,1600,9,49,0,1
1818,David Xueling Li,49,1600,2,34,0,1
1818,Li Denghai,72,1600,10,34,0,1
1818,Li Guoqing,52,1600,3,34,0,1
1818,Li Jiaquan,58,1600,3,34,0,1
1818,Li Rucheng,70,1600,15,34,0,1
1818,Li Sze Lim,65,1600,12,34,0,1
1818,Li Yongqing,57,1600,3,34,0,1
1818,Lim Wee Chai,64,1600,3,20,0,1
1818,Liu Aisen & family,49,1600,16,34,0,1
1818,Liu Ming Chung,59,1600,3,17,0,1
1818,Vincent Lo,73,1600,12,17,0,1
1818,Brandt Louie,78,1600,10,25,0,1
1818,Catherine Lozick,76,1600,3,49,1,0
1818,Lu Zongjun,58,1600,5,34,0,1
1818,Lv Jianming,57,1600,7,34,0,1
1818,"Cargill MacMillan, III.",62,1600,10,49,0,1
1818,Duncan MacMillan,84,1600,0,49,0,1
1818,John MacMillan,72,1600,10,49,0,1
1818,Martha MacMillan,70,1600,10,49,1,0
1818,William MacMillan,67,1600,10,49,0,1
1818,Terence (Terry) Matthews,79,1600,17,25,0,1
1818,Kazuo Okada,79,1600,11,9,0,1
1818,Tomas Olivo Lopez,48,1600,12,53,0,1
1818,Jorge Pinheiro Koren de Lima,49,1600,7,23,0,1
1818,Candido Pinheiro Koren de Lima Junior,51,1600,7,23,0,1
1818,Qian Ying,56,1600,10,34,1,0
1818,Ren Jinsheng & family,59,1600,7,34,0,1
1818,Brian Roberts,62,1600,1,49,0,1
1818,Austin Russell,27,1600,6,49,0,1
1818,George Sakellaris,75,1600,13,49,0,1
1818,Sheryl Sandberg,52,1600,2,49,1,0
1818,Andres Santo Domingo,43,1600,10,49,0,1
1818,Paul Saville,66,1600,12,49,0,1
1818,Ivan Savvidis,63,1600,4,59,0,1
1818,Michael Saylor,57,1600,2,49,0,1
1818,Gerald Schwartz,80,1600,0,25,0,1
1818,Sathien Setthasit,67,1600,10,13,0,1
1818,Niraj Shah,48,1600,2,49,0,1
1818,Keiichi Shibahara,57,1600,7,9,0,1
1818,Evgeny (Eugene) Shvidler,58,1600,13,35,0,1
1818,Ryan Smith,43,1600,2,49,0,1
1818,Peter Sperling,62,1600,8,49,0,1
1818,Ion Stoica,57,1600,2,49,0,1
1818,Bambang Sutantio,63,1600,10,7,0,1
1818,Tan Yu Yeh,51,1600,15,20,0,1
1818,David Teoh,66,1600,17,54,0,1
1818,Carl Thoma,73,1600,0,49,0,1
1818,Ion Tiriac,82,1600,0,55,0,1
1818,Clemens Toennies,65,1600,10,66,0,1
1818,Tran Ba Duong & family,62,1600,6,42,0,1
1818,Tung Ching Bor,59,1600,3,34,0,1
1818,Tung Ching Sai,57,1600,3,34,0,1
1818,Scott Watterson,66,1600,2,49,0,1
1818,Wei Ing-Chou,68,1600,10,34,0,1
1818,Wei Yin-Chun,65,1600,10,63,0,1
1818,Wei Ying-Chiao,67,1600,10,63,0,1
1818,Tom Werner,71,1600,9,49,0,1
1818,Kie Chie Wong,74,1600,14,54,0,1
1818,Xu Guozhong & family,58,1600,3,34,0,1
1818,Xu Yuejuan,60,1600,3,34,1,0
1818,Yang Tingdong,61,1600,10,34,0,1
1818,Yu Peidi,62,1600,12,34,0,1
1818,Matei Zaharia,36,1600,2,49,0,1
1818,Zhang Jian,53,1600,3,34,0,1
1818,Keqiang Zhang,61,1600,12,34,0,1
1818,Zheng Jianjiang & family,61,1600,3,34,0,1
1818,Zhong Sheng Jian,64,1600,12,52,0,1
1929,Antti Aarnio-Wihuri,82,1500,4,61,0,1
1929,Hamdi Akin & family,67,1500,4,38,0,1
1929,Chirayu Amin,75,1500,7,56,0,1
1929,Joachim Ante,39,1500,2,70,0,1
1929,Ziv Aviram,63,1500,6,11,0,1
1929,Danna Azrieli,54,1500,12,11,1,0
1929,Naomi Azrieli,56,1500,12,25,1,0
1929,Sharon Azrieli,61,1500,12,25,1,0
1929,Lesley Bamberger,56,1500,12,33,0,1
1929,Bernhard Braun-Luedicke,45,1500,7,66,0,1
1929,Eva Maria Braun-Luedicke,35,1500,7,66,1,0
1929,Ana Maria Brescia Cafferata,97,1500,4,50,1,0
1929,Nikolai Buinov,54,1500,13,59,0,1
1929,Paolo Bulgari,84,1500,15,22,0,1
1929,Andres Bzurovski Bay,44,1500,0,27,0,1
1929,Ahmet Calik,64,1500,4,38,0,1
1929,Giuliana Caprotti,81,1500,10,22,1,0
1929,Marina Caprotti,44,1500,10,22,1,0
1929,Steve Case,63,1500,2,49,0,1
1929,Safra Catz,60,1500,2,49,1,0
1929,Binod Chaudhary,66,1500,4,6,0,1
1929,Chen Baohua,60,1500,7,34,0,1
1929,Xianbao Chen & family,62,1500,10,34,0,1
1929,Chung Yong-jin,53,1500,15,64,0,1
1929,Steve Conine,49,1500,2,49,0,1
1929,Eduardo Costantini,75,1500,12,4,0,1
1929,Wenjun Dai,53,1500,10,34,0,1
1929,Bharat Desai,69,1500,2,49,0,1
1929,Mohammed Dewji,46,1500,4,36,0,1
1929,Mathias Doepfner,59,1500,1,66,0,1
1929,Domenico Dolce,63,1500,15,22,0,1
1929,Marek Dospiva,52,1500,0,28,0,1
1929,Henrique Dubugras,26,1500,0,49,0,1
1929,Egon Durban,48,1500,0,49,0,1
1929,Bulent Eczacibasi,72,1500,4,38,0,1
1929,Faruk Eczacibasi,67,1500,4,38,0,1
1929,Henry Engelhardt,64,1500,0,35,0,1
1929,Ali Erdemoglu,62,1500,3,38,0,1
1929,Eduardo Eurnekian,89,1500,4,4,0,1
1929,John Farber,96,1500,3,49,0,1
1929,Clement Fayat & family,90,1500,16,71,0,1
1929,Daniel Feffer,62,1500,3,23,0,1
1929,David Feffer,65,1500,3,23,0,1
1929,Ruben Feffer,52,1500,3,23,0,1
1929,Feng Yuxia,57,1500,7,34,1,0
1929,Sergio Fogel,58,1500,0,27,0,1
1929,Pedro Franceschi,25,1500,0,49,0,1
1929,Stefano Gabbana,59,1500,15,22,0,1
1929,Yi Gao & family,53,1500,7,34,0,1
1929,Geng Jianming,59,1500,12,34,0,1
1929,Alan Gerry,93,1500,1,49,0,1
1929,Balkrishan Goenka,55,1500,3,56,0,1
1929,Esther Grether,86,1500,15,24,1,0
1929,Gu Wei,57,1500,3,34,0,1
1929,Torstein Hagen,79,1500,8,24,0,1
1929,Kenneth Hao,53,1500,0,49,0,1
1929,He Zhiping,58,1500,0,34,0,1
1929,Timothy Headington,71,1500,13,49,0,1
1929,Ilona Herlin,57,1500,3,61,1,0
1929,Niranjan Hiranandani,72,1500,12,56,0,1
1929,Drew Houston,39,1500,2,49,0,1
1929,Huang Rulun,70,1500,12,34,0,1
1929,Justin Ishbia,44,1500,0,49,0,1
1929,Peter Jackson,60,1500,1,1,0,1
1929,Jin Lei,56,1500,7,34,0,1
1929,Jin Xin,55,1500,3,34,0,1
1929,Conni Jonsson,61,1500,0,37,0,1
1929,Jenny Just,54,1500,0,49,1,0
1929,Ke Xiping & family,61,1500,4,34,0,1
1929,Ke Zunhong & family,67,1500,7,34,0,1
1929,Sidney Kimmel,94,1500,15,49,0,1
1929,Seth Klarman,64,1500,0,49,0,1
1929,Mustafa Rahmi Koc,91,1500,4,38,0,1
1929,Pyotr Kondrashev,72,1500,3,69,0,1
1929,Kong Jian Min,54,1500,12,34,0,1
1929,Hemendra Kothari,75,1500,0,56,0,1
1929,Eduard Kucera,69,1500,2,28,0,1
1929,Christopher Kwok,36,1500,12,17,0,1
1929,Edward Kwok,41,1500,12,17,0,1
1929,Joe Lacob,66,1500,9,49,0,1
1929,Lai Jianfa,52,1500,5,34,0,1
1929,Manuel Lao Hernández,77,1500,11,53,0,1
1929,Lee Joon-ho,57,1500,2,64,0,1
1929,Manfredi Lefebvre d'Ovidio & family,68,1500,8,30,0,1
1929,Zhen Li & family,58,1500,3,34,0,1
1929,Rongfu Lu,51,1500,17,34,0,1
1929,Rafique Malik,71,1500,15,56,0,1
1929,Youssef Mansour,76,1500,4,40,0,1
1929,Mao Lixiang & family,81,1500,2,34,0,1
1929,David McMurtry,81,1500,3,35,0,1
1929,Meng Qingshan & family,73,1500,3,34,0,1
1929,Alan Miller & family,84,1500,7,49,0,1
1929,Greg Mondre,47,1500,0,49,0,1
1929,Massimo Moratti,76,1500,13,22,0,1
1929,Robert Mouawad,77,1500,8,51,0,1
1929,Ezra Nahmad,76,1500,0,30,0,1
1929,Kentaro Ogawa,73,1500,10,9,0,1
1929,Jonathan Oringer,47,1500,2,49,0,1
1929,Niti Osathanugrah,48,1500,0,13,0,1
1929,Dragos Paval,55,1500,15,55,0,1
1929,Zach Perret,34,1500,0,49,0,1
1929,Karl-Johan Persson,47,1500,15,37,0,1
1929,Markus Persson,42,1500,1,37,0,1
1929,Tom Persson,37,1500,15,37,0,1
1929,Kevin Plank,49,1500,15,49,0,1
1929,Andreas Pohl,57,1500,0,66,0,1
1929,"Reinfried Pohl, Jr.",62,1500,0,66,0,1
1929,Michael Polsky,73,1500,13,49,0,1
1929,Qin Long,56,1500,3,34,0,1
1929,G. M. Rao,71,1500,5,56,0,1
1929,Mike Repole,54,1500,10,49,0,1
1929,Fernando Roig,74,1500,15,53,0,1
1929,Christopher Rokos,51,1500,0,35,0,1
1929,Fayez Sarofim,93,1500,0,49,0,1
1929,Antonio Luiz Seabra,79,1500,15,35,0,1
1929,Amnon Shashua,61,1500,6,11,0,1
1929,Yuri Shefler,54,1500,10,24,0,1
1929,Mikhail Shelkov,53,1500,14,59,0,1
1929,Charlotte Soderstrom,45,1500,15,37,1,0
1929,Edwin Soeryadjaya,72,1500,13,7,0,1
1929,Thomas Steyer,64,1500,0,49,0,1
1929,Kevin Systrom,38,1500,2,49,0,1
1929,Tang Binsen,39,1500,10,34,0,1
1929,Hary Tanoesoedibjo,56,1500,1,7,0,1
1929,Jonathan Tisch,68,1500,4,49,0,1
1929,Wilma Tisch,94,1500,0,49,1,0
1929,Kenny Troutt,74,1500,17,49,0,1
1929,Thomas von Koch,56,1500,0,17,0,1
1929,Junjin Wang,53,1500,8,34,0,1
1929,Wang Zelong,25,1500,14,34,0,1
1929,Myron Wentz,82,1500,15,45,0,1
1929,Kaiting Wu,52,1500,17,34,0,1
1929,Xiong Wu,46,1500,2,34,0,1
1929,Xu Wanmao,77,1500,8,34,0,1
1929,Xue Jiping,71,1500,17,34,0,1
1929,Yang Jian,50,1500,12,34,0,1
1929,Xinghai Zhang & family,59,1500,3,34,0,1
1929,Xuansong Zhang,50,1500,15,34,0,1
1929,Zhang Yin,65,1500,3,34,1,0
1929,Chengjian Zhou,56,1500,15,34,0,1
2076,Radhe Shyam Agarwal,77,1400,15,56,0,1
2076,Syed Mokhtar AlBukhary,70,1400,16,20,0,1
2076,Nerio Alessandri,60,1400,3,22,0,1
2076,Patricia Angelini Rossi,68,1400,4,3,1,0
2076,Tope Awotona,40,1400,2,49,0,1
2076,Elena Baturina,59,1400,16,35,1,0
2076,Sabrina Benetton,48,1400,15,22,1,0
2076,Thomas Bruch,71,1400,15,66,0,1
2076,Marina Budiman,60,1400,2,7,1,0
2076,Stewart Butterfield,49,1400,2,49,0,1
2076,Richard Chang,75,1400,12,63,0,1
2076,Chen Tianqiao,48,1400,2,49,0,1
2076,Chen Wenyuan & family,54,1400,2,34,0,1
2076,Cheng Antares,64,1400,10,17,0,1
2076,Chin Jong Hwa,63,1400,6,63,0,1
2076,Jim Crane,68,1400,9,49,0,1
2076,Thierry Cruanes,54,1400,2,49,0,1
2076,Benoit Dageville,55,1400,2,49,0,1
2076,Weili Dai,60,1400,2,49,1,0
2076,Darwin Deason,81,1400,8,49,0,1
2076,Diego Della Valle,68,1400,15,22,0,1
2076,Deng Yingzhong,71,1400,3,34,0,1
2076,Ding Shui Po,51,1400,15,34,0,1
2076,Mark Dixon,62,1400,12,30,0,1
2076,Du Shuanghua,57,1400,3,34,0,1
2076,Mukand Lal Dua,73,1400,15,56,0,1
2076,Ramesh Kumar Dua,68,1400,15,56,0,1
2076,Fan Minhua,60,1400,7,34,1,0
2076,Hongbo Fang,55,1400,3,34,0,1
2076,"William Foley, II.",77,1400,0,49,0,1
2076,Jayme Garfinkel & family,76,1400,0,23,0,1
2076,Radhe Shyam Goenka,76,1400,15,56,0,1
2076,Maggie Hardy Knox,56,1400,8,49,1,0
2076,Ayman Hariri,43,1400,16,71,0,1
2076,Christoph Henkel,64,1400,15,35,0,1
2076,Daniel Hirschfeld,80,1400,15,49,0,1
2076,William Hockey,32,1400,0,49,0,1
2076,Huang Guanlin,57,1400,15,34,0,1
2076,Huang Xiaofen & family,60,1400,2,34,1,0
2076,Jay-Z,52,1400,1,49,0,1
2076,Yintai Jiang & family,71,1400,6,34,0,1
2076,Johan Johannson,55,1400,15,31,0,1
2076,Ramesh Juneja,66,1400,7,56,0,1
2076,Scott Kapnick,63,1400,0,49,0,1
2076,Viktor Kharitonin,49,1400,7,59,0,1
2076,Kim Jun-ki,77,1400,4,64,0,1
2076,Kim Sang-yeol,61,1400,16,64,0,1
2076,Yogesh Kothari,73,1400,3,56,0,1
2076,Kurt Krieger,74,1400,15,66,0,1
2076,Mustafa Kucuk,58,1400,15,38,0,1
2076,Sebastian Kulczyk,41,1400,0,24,0,1
2076,Gary Lauder,59,1400,15,49,0,1
2076,Art Levinson,72,1400,4,49,0,1
2076,Li Li,58,1400,7,34,0,1
2076,Guangwei Liang,58,1400,3,34,0,1
2076,Scott Lin,89,1400,2,63,0,1
2076,Jenny Lindén Urnes,51,1400,3,37,1,0
2076,Anatoly Lomakin,69,1400,14,59,0,1
2076,Jeffrey Lorberbaum,67,1400,3,49,0,1
2076,Gary Magness,68,1400,1,49,0,1
2076,Zhongwu Mao,59,1400,3,34,0,1
2076,Ilson Mateus & family,59,1400,15,23,0,1
2076,Vadim Moshkovich,54,1400,10,59,0,1
2076,Jerry Moyes & family,78,1400,5,49,0,1
2076,George Alexander Muthoot,66,1400,0,56,0,1
2076,George Jacob Muthoot,69,1400,0,56,0,1
2076,George Thomas Muthoot,71,1400,0,56,0,1
2076,Sara George Muthoot,61,1400,0,56,1,0
2076,Marius Nacht,56,1400,2,11,0,1
2076,Adam Neumann,43,1400,12,49,0,1
2076,Simon Nixon,54,1400,2,35,0,1
2076,Stefan Olsson,73,1400,4,35,0,1
2076,Ranjan Pai,49,1400,8,56,0,1
2076,Antonio Percassi,68,1400,4,22,0,1
2076,Mark Pincus,56,1400,2,49,0,1
2076,Alexey Repik,42,1400,7,59,0,1
2076,Matthew Roszak,49,1400,0,49,0,1
2076,Subhash Runwal,78,1400,12,56,0,1
2076,Carlos Sanchez,60,1400,7,23,0,1
2076,Martin Selig,84,1400,12,49,0,1
2076,Bhadresh Shah,70,1400,3,56,0,1
2076,Shu Ping,52,1400,10,52,1,0
2076,Ben Silbermann,39,1400,1,49,0,1
2076,Jared Smith,47,1400,2,49,0,1
2076,Sun Qinghuan,48,1400,2,34,0,1
2076,Denis Sverdlov,43,1400,6,35,0,1
2076,Prachak Tangkaravakoon,78,1400,3,13,0,1
2076,Lina Tombolato,74,1400,0,22,1,0
2076,Tong Jinquan,67,1400,12,34,0,1
2076,Luiza Helena Trajano,70,1400,15,23,1,0
2076,John Van Lieshout,76,1400,12,54,0,1
2076,Vardis Vardinoyannis & family,89,1400,13,48,0,1
2076,Jens von Bahr,51,1400,11,37,0,1
2076,Wang Jian,68,1400,2,34,0,1
2076,Werner O. Weber,83,1400,3,24,0,1
2076,Wei Lidong & family,46,1400,2,34,0,1
2076,Drorit Wertheim,66,1400,10,11,1,0
2076,Bo Wu,67,1400,3,34,0,1
2076,Eugene Wu,76,1400,0,63,0,1
2076,Wu Xushun & family,73,1400,4,34,0,1
2076,Wenbo Xiang,59,1400,3,34,0,1
2076,Swift Xie,42,1400,2,34,0,1
2076,Xu Bingzhong,48,1400,10,34,0,1
2076,Xu Shaochun,59,1400,2,34,0,1
2076,Yan Junxu,52,1400,3,34,0,1
2076,George Yancopoulos,62,1400,7,49,0,1
2076,Gavril Yushvaev,64,1400,0,59,0,1
2076,Zhuo Jun,56,1400,3,17,1,0
2076,Fredrik Österberg,51,1400,11,37,0,1
2190,Alberto Alcocer,79,1300,0,53,0,1
2190,Alexandra Andresen,25,1300,4,31,1,0
2190,Katharina Andresen,26,1300,4,31,1,0
2190,Rutger Arnhult,54,1300,12,37,0,1
2190,Anant Asavabhokin,71,1300,12,13,0,1
2190,Mehmet Aydinlar,65,1300,7,38,0,1
2190,Binny Bansal,39,1300,2,52,0,1
2190,Sachin Bansal,40,1300,15,56,0,1
2190,Barbara Benetton,52,1300,15,22,1,0
2190,Othman Benjelloun & family,89,1300,0,60,0,1
2190,Angela Bennett,78,1300,14,54,1,0
2190,Oleg Boyko,57,1300,4,24,0,1
2190,Anna Maria Braun,43,1300,7,66,1,0
2190,Edouard Carmignac,74,1300,0,71,0,1
2190,Anthony Casalena,39,1300,2,49,0,1
2190,Chang Jing,39,1300,2,34,0,1
2190,Jeffrey Cheah,77,1300,12,20,0,1
2190,Chen Shiliang,58,1300,3,34,0,1
2190,Yuantai Chen,54,1300,13,34,0,1
2190,Cheng Xianfeng,53,1300,7,34,0,1
2190,Chu Jian,59,1300,3,34,0,1
2190,Chua Thian Poh,73,1300,12,52,0,1
2190,Alberto Cortina,76,1300,0,53,0,1
2190,Sandor Csanyi,69,1300,4,16,0,1
2190,Sasson Dayan & family,82,1300,0,23,0,1
2190,Anand Deshpande,59,1300,2,56,0,1
2190,Richard Desmond,70,1300,1,35,0,1
2190,Shlomo Eliahu,86,1300,0,11,0,1
2190,Jose Roberto Ermirio de Moraes,64,1300,4,23,0,1
2190,Jose Ermirio de Moraes Neto,69,1300,4,23,0,1
2190,David Fattal & family,64,1300,8,11,0,1
2190,Marvy Finger,86,1300,12,49,0,1
2190,Adam Foroughi,41,1300,1,49,0,1
2190,Richard Fortin,73,1300,15,25,0,1
2190,Luiz Frias,58,1300,2,23,0,1
2190,Susumu Fujita,48,1300,1,9,0,1
2190,Simona Giorgetta,44,1300,16,22,1,0
2190,Premchand Godha,75,1300,7,56,0,1
2190,Mikhail Gutseriev & brother,64,1300,13,59,0,1
2190,Hang Hong,54,1300,3,34,1,0
2190,Alfredo Harp Helu & family,78,1300,0,32,0,1
2190,Jaroslav Hascak & family,52,1300,0,44,0,1
2190,He Zuxun,56,1300,10,34,0,1
2190,David Hoffman,69,1300,4,49,0,1
2190,Francis Holder,81,1300,10,71,0,1
2190,Hu Rongda & family,63,1300,3,34,0,1
2190,Wei Huang,62,1300,12,34,0,1
2190,Zarakh Iliev,55,1300,12,59,0,1
2190,Mitchell Jacobson,71,1300,8,49,0,1
2190,Jiang Guiting & family,63,1300,3,34,0,1
2190,Rajeev Juneja,56,1300,7,56,0,1
2190,Peter Kelly,64,1300,2,35,0,1
2190,Kim Nam-jung,49,1300,10,64,0,1
2190,Koon Poh Ming,65,1300,14,20,0,1
2190,Yuri Kovalchuk,70,1300,0,59,0,1
2190,Michael Krasny,68,1300,2,49,0,1
2190,Raymond Kwok,68,1300,12,17,0,1
2190,Heikki Kyostila,76,1300,7,61,0,1
2190,Lee Ho-jin,59,1300,4,64,0,1
2190,Bernard Lewis & family,96,1300,15,35,0,1
2190,Fengluan Li,60,1300,4,34,1,0
2190,Hua Li,44,1300,0,34,0,1
2190,Li Ruiqiang,42,1300,7,34,0,1
2190,Lin Zhijun,46,1300,7,34,0,1
2190,Lin Zhixiong & family,48,1300,7,34,0,1
2190,Liu Ming Hui,59,1300,13,17,0,1
2190,Xuejing Liu & family,71,1300,4,34,0,1
2190,Lu Yonghua & family,58,1300,2,34,0,1
2190,Zhaoxi Lu,53,1300,2,34,0,1
2190,Frederic Luddy,67,1300,2,49,0,1
2190,Miao Yongjun,54,1300,7,34,0,1
2190,Martin Moller Nielsen,57,1300,5,35,0,1
2190,Neide Helena de Moraes,67,1300,4,23,1,0
2190,Yoshiko Mori,81,1300,12,9,1,0
2190,Mofatraj Munot,77,1300,12,56,0,1
2190,Randal Nardone,66,1300,0,49,0,1
2190,God Nisanov,49,1300,12,59,0,1
2190,Vadim Novinsky,58,1300,14,26,0,1
2190,Satyanarayan Nuwal,69,1300,3,56,0,1
2190,John Ocampo,63,1300,2,49,0,1
2190,Pan Gang,51,1300,10,34,0,1
2190,Forrest Preston,89,1300,7,49,0,1
2190,Riju Raveendran,39,1300,2,56,0,1
2190,P.P. Reddy,64,1300,16,56,0,1
2190,P.V.Krishna Reddy,52,1300,16,56,0,1
2190,Satish Reddy,54,1300,7,56,0,1
2190,Lily Safra,84,1300,0,24,1,0
2190,Richard Saghian,40,1300,15,49,0,1
2190,Deniz Sahenk,76,1300,4,38,1,0
2190,Thomas Sandell,61,1300,0,35,0,1
2190,Hajime Satomi,80,1300,11,9,0,1
2190,James Scapa,65,1300,2,49,0,1
2190,Paul Sciarra,41,1300,1,49,0,1
2190,Albert Shigaboutdinov,69,1300,4,59,0,1
2190,Nobutoshi Shimamura,96,1300,15,9,0,1
2190,Ron Sim,63,1300,15,52,0,1
